LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
PANDAR,Non Small Cell Lung Cancer,"qPCR, Western blot, RIP etc.",down-regulated,25719249,Also Known As: PANDA,1,NR_109836.1,6,6,0,0,REVIEWED,PANDA
PART1,Non Small Cell Lung Cancer,qPCR etc.,up-regulated,28819376,Also Known As: NCRNA00206,3,"NR_024617.1, NR_028508.1, NR_028509.1","18, 11, 21","18,11,20","0,0,1","0,0,0",VALIDATED,NCRNA00206
"PCAN-R1",Non Small Cell Lung Cancer,qPCR etc.,up-regulated,27322209,Also Known As: PCAT6; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96; PCAN-R1,2 (PCAT6),"PCAT6 (NR_046325.1, NR_046326.1)","4, 3 (PCAT6)","3,2","1,1","0,0",VALIDATED (PCAT6),PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96; PCAT6
PCAT1,Non Small Cell Lung Cancer,PCR,down-regulated,30980423,"Also Known As: PCA1; PiHL; PCAT-1.Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,PCA1; PiHL; PCAT-1
PCAT1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30569478,"Also Known As: PCA1; PiHL; PCAT-1.Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,PCA1; PiHL; PCAT-1
PCAT1,Non Small Cell Lung Cancer,"qPCR, RNAi, Cell proliferation assay etc.",up-regulated,26770456,"Also Known As: PCA1; PiHL; PCAT-1.Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,PCA1; PiHL; PCAT-1
PCAT19,Non Small Cell Lung Cancer,"RT-qPCR, Western blotting",up-regulated,31819778,"Also Known As: LINC01190

Variant X1,X2,X3: PREDICTED Sequence,",5,"NR_040109.2, NR_136334.1 (Variant 1 and 2)
+
XR_001756399.1 , XR_001756400.1 , XR_002958911.1 (Variant X1, X2 and X3)","18, 15 (Variant 1 and 2)
+
5, 4, 7","18,15","0,0","0,0","VALIDATED (Variant 1 and 2)
+
PREDICTED (Variant X1, X2, X3)",LINC01190
PCAT6,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay, other",up-regulated,30464520,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96
PCAT6,Non Small Cell Lung Cancer,"qPCR, RIP, Western blot, other",up-regulated,30314898,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96
PCAT6,Lung Cancer,qPCR,differential expression,31336224,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96
PCAT6,Non Small Cell Lung Cancer,qPCR etc.,up-regulated,29238201,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96
PCAT6,Lung Cancer,"qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,27458097,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96
PCAT7,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,29275424,Also known as: PCAN-R2,4,"NR_121566.2, NR_121567.2, NR_121568.2, NR_121569.2",,"15,14,10,14","1,1,1,1","0,0,0,0",VALIDATED,PCAN-R2
PICART1,Lung Cancer,"qPCR, Western blot, in vitro knockdown",down-regulated,29940776,,1,NR_038230.1,27,24,3,0,VALIDATED,p53 inducible cancer associated RNA transcript 1;p53-inducible cancer-associated RNA transcript 1;lnc-DLX3-3;HSALNG0117242;NONHSAG022152.2
PICART1,Lung Cancer,"qPCR, Western blot, etc.",down-regulated,30662662,,1,NR_038230.1,27,24,3,0,VALIDATED,p53 inducible cancer associated RNA transcript 1;p53-inducible cancer-associated RNA transcript 1;lnc-DLX3-3;HSALNG0117242;NONHSAG022152.2
PICART1,Lung Cancer,"qPCR, Western blot, etc.",down-regulated,29940776,,1,NR_038230.1,27,24,3,0,VALIDATED,p53 inducible cancer associated RNA transcript 1;p53-inducible cancer-associated RNA transcript 1;lnc-DLX3-3;HSALNG0117242;NONHSAG022152.2
PIK3CD-AS2,Lung Adenocarcinoma,"qRT-PCR, Western blot",up-regulated,32165621,,3,"NR_126366.1,NR_126367.1,NR_126368.1","8,6,5","7,5,4","1,1,1","0,0,0",VALIDATED,PIK3CD antisense RNA 2;NONHSAG000322.2;PIK3CD-AS2;HSALNG0000719
"PLAC2",Non Small Cell Lung Cancer,"qPCR, etc.",down-regulated,31500623,Also Known As: PLAC2; LINC00036; NCRNA00036; onco-lncRNA-16;  TINCR,1 (TINCR),TINCR (NR_027064.3),40 (TINCR),30,10,0,REVIEWED (TINCR),TINCR ubiquitin domain containing;FLJ90734;NCRNA00036;LINC00036;onco-lncRNA-16;non-protein coding RNA 36;long intergenic non-protein coding RNA 36;terminal differentiation-induced ncRNA;placenta-specific 2;placenta-specific 2 (non-protein coding);tissue differentiation-inducing non-protein coding RNA;PLAC2;NONHSAG024566.2;lnc-TINCR-1;HSALNG0123467;HSALNG0123468;Ubiquitin domain-containing protein TINCR;Placenta-specific protein 2;Terminal differentiation-induced cornification regulator; TINCR
PRKCZ-AS1,Lung Adenocarcinoma,"RT-qPCR, Western blot assay, RIP, Luciferase reporter assay",up-regulated,31939714,,1,NR_146290.1,15,14,1,0,VALIDATED,PRKCZ antisense RNA 1;RP11-181G12.2;PRKCZ-AS1;HSALNG0000226;NONHSAG000139.2
PRNCR1,Non Small Cell Lung Cancer,"qRT-PCR, Western blot, Dual luciferase reporter assay, RIP",up-regulated,31912882,Also Known As: PCAT8; CARLo-3,1,NR_109833.1,61,60,1,0,VALIDATED,PCAT8; CARLo-3
PVT1,Non Small Cell Lung Cancer,"qRT-PCR, Western blot",up-regulated,32021261,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,qRT-qPCR,up-regulated,32002028,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,RT-PCR,up-regulated,31707347,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, Western blot etc",up-regulated,32202906,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, Western blot, RIP, Luciferase reporter assay etc",up-regulated,32197208,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,32184617,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay, RIP, Western blot",up-regulated,30861415,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Lung Cancer,"Western blot, qPCR, luciferase assays",up-regulated,28731781,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Lung Cancer,"qPCR, Luciferase reporter assay etc.",up-regulated,28972861,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Small Cell Lung Cancer,"qPCR, RNAi, Cell proliferation assay, Cell migration and invasion assay etc.",up-regulated,27904703,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay, RIP",up-regulated,29133127,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26493997,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,29115513,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, Western blot etc.",differential expression,28848163,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,26490983,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay etc.",up-regulated,26908628,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PVT1,Non Small Cell Lung Cancer,"qPCR, RNAi etc.",up-regulated,25400777,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
"PXN-AS1-L",Non Small Cell Lung Cancer,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,30679933,Also Known As: PXN-AS1; PXN-AS1-L,1  (PXN-AS1),PXN-AS1 (NR_038924.1),8 (PXN-AS1),8,0,0,VALIDATED (PXN-AS1),EyeLinc4; PXN-AS1
"RERT",Lung Cancer,qPCR,up-regulated,30073577,Also known asEIT6; PHD1; EGLN2; EIT-6; HPH-1; HPH-3; HIF-PH1; RERT-lncRNA; RAB4B-EGLN2,1 (RAB4B-EGLN2),RAB4B-EGLN2 (NR_037791.1),45 (RAB4B-EGLN2),41,4,0,VALIDATED (RAB4B-EGLN2),EIT6; PHD1; EGLN2; EIT-6; HPH-1; HPH-3; HIF-PH1; RERT-lncRNA; RAB4B-EGLN2
RGMB-AS1,Lung Adenocarcinoma,"Microarray, qPCR, Western blot etc.",down-regulated,26950071,,1,NR_033932.1,17,14,3,0,VALIDATED,RGMB antisense RNA 1;CTC-463N11.3;HSALNG0043698;RGMB-AS1;NONHSAG041111.2
RGMB-AS1,Non Small Cell Lung Cancer,"Microarray, qPCR, Western blot etc.",up-regulated,26055877,,1,NR_033932.1,17,14,3,0,VALIDATED,RGMB antisense RNA 1;CTC-463N11.3;HSALNG0043698;RGMB-AS1;NONHSAG041111.2
RHPN1-AS1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay",down-regulated,30010468,Also known as: C8orf51,1,NR_026785.1,16,16,0,0,VALIDATED,C8orf51
RHPN1-AS1,Non Small Cell Lung Cancer,"PCR, RNA pull-down assay, Luciferase reporter assay, Western blot analysis",down-regulated,30010468,Also known as: C8orf51,1,NR_026785.1,16,16,0,0,VALIDATED,C8orf51
RMRP,Non Small Cell Lung Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31050363,"lso Known As: CHH, NME1, RMRPR, RRP2",1,NR_003051.3,3,3,0,0,REVIEWED,CHH; NME1; RRP2; RMRPR
RMRP,Lung Cancer,qPCR,up-regulated,30098474,"lso Known As: CHH, NME1, RMRPR, RRP2",1,NR_003051.3,3,3,0,0,REVIEWED,CHH; NME1; RRP2; RMRPR
RMRP,Lung Adenocarcinoma,"qPCR, Cell transfection, Western blot etc.",up-regulated,27906963,"lso Known As: CHH, NME1, RMRPR, RRP2",1,NR_003051.3,3,3,0,0,REVIEWED,CHH; NME1; RRP2; RMRPR
RMRP,Lung Cancer,qPCR etc.,differential expression,29872497,"lso Known As: CHH, NME1, RMRPR, RRP2",1,NR_003051.3,3,3,0,0,REVIEWED,CHH; NME1; RRP2; RMRPR
ROR1-AS1,Lung Adenocarcinoma,"RT-qPCR, Western blot, RIP",up-regulated,31983094,,2,"NR_110665.1, NR_110666.1","7,11","7,11","0,0","0,0",VALIDATED,ROR1 antisense RNA 1;HSALNG0004143;NONHSAG001712.2;ROR1-AS1
SLC16A1-AS1,Non Small Cell Lung Cancer,"Microarray, qPCR, vWestern blot",down-regulated,31371390,,2,"NR_103743.1,NR_103744.1","11,6","9,5","2,1","0,0",VALIDATED,SLC16A1 antisense RNA 1;ENST00000421157.1;SLC16A1-AS1;NONHSAG002458.2;HSALNG0006150;NONHSAG002460.2
SLC9A3-AS1,Lung Cancer,qPCR,differential expression,31336224,Also known as: UC011CLY.2,1,NR_125375.1,21,17,3,1,VALIDATED,UC011CLY.2
"SlncR1",Non Small Cell Lung Cancer,"qPCR, western blot",up-regulated,31524254,Also Known As: lncRNA00673; LINC00673 [mentioned in qRT-PCR primers table in paper for lncRNA00673 (PubMed-29077173)]; SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5 (LINC00673),"LINC00673 (NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1)","26, 25, 23, 23, 27 (LINC00673)","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",REVIEWED (LINC00673),SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75; LINC00673
SNHG1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,31788970,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG1,Lung Cancer,qPCR,up-regulated,30098474,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,31288529,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG1,Lung Squamous Cell Carcinoma,"qPCR, Western blot, RNAi",up-regulated,28415044,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG1,Non Small Cell Lung Cancer,"qRT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29466052,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG1,Non Small Cell Lung Cancer,"qPCR, RNAi etc.",up-regulated,25818744,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
