LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
PVT1,Gastric Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay etc.",up-regulated,28258379,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,PVT1,14,,,,REVIEWED,"Pvt1 oncogene;NCRNA00079;LINC00079;onco-lncRNA-100;MIR1204HG;non-protein coding RNA 79;long intergenic non-protein coding RNA 79;MIR1204, MIR1205, MIR1206 and MIR1207 host gene;plasmacytoma variant translocation 1;pvt-1 (murine) oncogene homolog, MYC activator;Pvt1 oncogene homolog (mouse);Pvt1 oncogene (non-protein coding);CXCR4/PVT1 fusion;HIST1H2BD/PVT1 fusion;MIR1204, MIR1205, MIR1206 and MIR1207 host;Oncogene PVT-1 (MYC activator);PVT1/CASC8 fusion;PVT1/CCDC26 fusion;PVT1/IFRD1 fusion;PVT1/IRF2BP2 fusion;PVT1/LINC00824 fusion;PVT1/MYC fusion;PVT1/NFIL3 fusion;PVT1/NSMCE2 fusion;PVT1/SPRY2 fusion;PVT1/UBB fusion;RP11-89K10/PVT1 fusion;PVT1;HSALNG0068494;HSALNG0068477;NONHSAG051258.2;HSALNG0068505;HSALNG0068503;HSALNG0068496;HSALNG0068488"
PVT1,Gastric Cancer,"qPCR, RNAi, Luciferase reporter assay, MTT assay etc.",up-regulated,28122299,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,PVT1,14,,,,REVIEWED,"Pvt1 oncogene;NCRNA00079;LINC00079;onco-lncRNA-100;MIR1204HG;non-protein coding RNA 79;long intergenic non-protein coding RNA 79;MIR1204, MIR1205, MIR1206 and MIR1207 host gene;plasmacytoma variant translocation 1;pvt-1 (murine) oncogene homolog, MYC activator;Pvt1 oncogene homolog (mouse);Pvt1 oncogene (non-protein coding);CXCR4/PVT1 fusion;HIST1H2BD/PVT1 fusion;MIR1204, MIR1205, MIR1206 and MIR1207 host;Oncogene PVT-1 (MYC activator);PVT1/CASC8 fusion;PVT1/CCDC26 fusion;PVT1/IFRD1 fusion;PVT1/IRF2BP2 fusion;PVT1/LINC00824 fusion;PVT1/MYC fusion;PVT1/NFIL3 fusion;PVT1/NSMCE2 fusion;PVT1/SPRY2 fusion;PVT1/UBB fusion;RP11-89K10/PVT1 fusion;PVT1;HSALNG0068494;HSALNG0068477;NONHSAG051258.2;HSALNG0068505;HSALNG0068503;HSALNG0068496;HSALNG0068488"
PVT1,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,29706652,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,PVT1,14,,,,REVIEWED,"Pvt1 oncogene;NCRNA00079;LINC00079;onco-lncRNA-100;MIR1204HG;non-protein coding RNA 79;long intergenic non-protein coding RNA 79;MIR1204, MIR1205, MIR1206 and MIR1207 host gene;plasmacytoma variant translocation 1;pvt-1 (murine) oncogene homolog, MYC activator;Pvt1 oncogene homolog (mouse);Pvt1 oncogene (non-protein coding);CXCR4/PVT1 fusion;HIST1H2BD/PVT1 fusion;MIR1204, MIR1205, MIR1206 and MIR1207 host;Oncogene PVT-1 (MYC activator);PVT1/CASC8 fusion;PVT1/CCDC26 fusion;PVT1/IFRD1 fusion;PVT1/IRF2BP2 fusion;PVT1/LINC00824 fusion;PVT1/MYC fusion;PVT1/NFIL3 fusion;PVT1/NSMCE2 fusion;PVT1/SPRY2 fusion;PVT1/UBB fusion;RP11-89K10/PVT1 fusion;PVT1;HSALNG0068494;HSALNG0068477;NONHSAG051258.2;HSALNG0068505;HSALNG0068503;HSALNG0068496;HSALNG0068488"
PVT1,Gastric Cancer,"qPCR, RNAi, Western blot, RIP, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,25890171,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,PVT1,14,,,,REVIEWED,"Pvt1 oncogene;NCRNA00079;LINC00079;onco-lncRNA-100;MIR1204HG;non-protein coding RNA 79;long intergenic non-protein coding RNA 79;MIR1204, MIR1205, MIR1206 and MIR1207 host gene;plasmacytoma variant translocation 1;pvt-1 (murine) oncogene homolog, MYC activator;Pvt1 oncogene homolog (mouse);Pvt1 oncogene (non-protein coding);CXCR4/PVT1 fusion;HIST1H2BD/PVT1 fusion;MIR1204, MIR1205, MIR1206 and MIR1207 host;Oncogene PVT-1 (MYC activator);PVT1/CASC8 fusion;PVT1/CCDC26 fusion;PVT1/IFRD1 fusion;PVT1/IRF2BP2 fusion;PVT1/LINC00824 fusion;PVT1/MYC fusion;PVT1/NFIL3 fusion;PVT1/NSMCE2 fusion;PVT1/SPRY2 fusion;PVT1/UBB fusion;RP11-89K10/PVT1 fusion;PVT1;HSALNG0068494;HSALNG0068477;NONHSAG051258.2;HSALNG0068505;HSALNG0068503;HSALNG0068496;HSALNG0068488"
PVT1,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,25956062,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,PVT1,14,,,,REVIEWED,"Pvt1 oncogene;NCRNA00079;LINC00079;onco-lncRNA-100;MIR1204HG;non-protein coding RNA 79;long intergenic non-protein coding RNA 79;MIR1204, MIR1205, MIR1206 and MIR1207 host gene;plasmacytoma variant translocation 1;pvt-1 (murine) oncogene homolog, MYC activator;Pvt1 oncogene homolog (mouse);Pvt1 oncogene (non-protein coding);CXCR4/PVT1 fusion;HIST1H2BD/PVT1 fusion;MIR1204, MIR1205, MIR1206 and MIR1207 host;Oncogene PVT-1 (MYC activator);PVT1/CASC8 fusion;PVT1/CCDC26 fusion;PVT1/IFRD1 fusion;PVT1/IRF2BP2 fusion;PVT1/LINC00824 fusion;PVT1/MYC fusion;PVT1/NFIL3 fusion;PVT1/NSMCE2 fusion;PVT1/SPRY2 fusion;PVT1/UBB fusion;RP11-89K10/PVT1 fusion;PVT1;HSALNG0068494;HSALNG0068477;NONHSAG051258.2;HSALNG0068505;HSALNG0068503;HSALNG0068496;HSALNG0068488"
PVT1,Gastric Cancer,qPCR etc.,up-regulated,26096073,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,PVT1,14,,,,REVIEWED,"Pvt1 oncogene;NCRNA00079;LINC00079;onco-lncRNA-100;MIR1204HG;non-protein coding RNA 79;long intergenic non-protein coding RNA 79;MIR1204, MIR1205, MIR1206 and MIR1207 host gene;plasmacytoma variant translocation 1;pvt-1 (murine) oncogene homolog, MYC activator;Pvt1 oncogene homolog (mouse);Pvt1 oncogene (non-protein coding);CXCR4/PVT1 fusion;HIST1H2BD/PVT1 fusion;MIR1204, MIR1205, MIR1206 and MIR1207 host;Oncogene PVT-1 (MYC activator);PVT1/CASC8 fusion;PVT1/CCDC26 fusion;PVT1/IFRD1 fusion;PVT1/IRF2BP2 fusion;PVT1/LINC00824 fusion;PVT1/MYC fusion;PVT1/NFIL3 fusion;PVT1/NSMCE2 fusion;PVT1/SPRY2 fusion;PVT1/UBB fusion;RP11-89K10/PVT1 fusion;PVT1;HSALNG0068494;HSALNG0068477;NONHSAG051258.2;HSALNG0068505;HSALNG0068503;HSALNG0068496;HSALNG0068488"
PVT1,Gastric Cancer,"Microarray, qPCR etc.",up-regulated,25258543,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,PVT1,14,,,,REVIEWED,"Pvt1 oncogene;NCRNA00079;LINC00079;onco-lncRNA-100;MIR1204HG;non-protein coding RNA 79;long intergenic non-protein coding RNA 79;MIR1204, MIR1205, MIR1206 and MIR1207 host gene;plasmacytoma variant translocation 1;pvt-1 (murine) oncogene homolog, MYC activator;Pvt1 oncogene homolog (mouse);Pvt1 oncogene (non-protein coding);CXCR4/PVT1 fusion;HIST1H2BD/PVT1 fusion;MIR1204, MIR1205, MIR1206 and MIR1207 host;Oncogene PVT-1 (MYC activator);PVT1/CASC8 fusion;PVT1/CCDC26 fusion;PVT1/IFRD1 fusion;PVT1/IRF2BP2 fusion;PVT1/LINC00824 fusion;PVT1/MYC fusion;PVT1/NFIL3 fusion;PVT1/NSMCE2 fusion;PVT1/SPRY2 fusion;PVT1/UBB fusion;RP11-89K10/PVT1 fusion;PVT1;HSALNG0068494;HSALNG0068477;NONHSAG051258.2;HSALNG0068505;HSALNG0068503;HSALNG0068496;HSALNG0068488"
PVT1-214,Gastric Cancer,"qPCR , Western blot , in vitro knockdown etc.",up-regulated,31173288,"Also Known As: LINC00079; MIR1204HG; 
NCRNA00079; onco-lncRNA-100
",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100
PWRN1,Gastric Cancer,"Microarray, qPCR, Western blot, RIP, Luciferase reporter assay",up-regulated,29535266,Also Known As: NCRNA00198,1,NR_026646.1,5,5,0,0,REVIEWED,NCRNA00198
RAB6C-AS1,Gastric Cancer,qPCR,up-regulated,30076712,,1,NR_036537.1,12,12,0,0,VALIDATED,RAB6C antisense RNA 1;NONHSAG029236.2;HSALNG0018758;lnc-POTEF-8
RGMB-AS1,Gastric Cancer,"RT-qPCR, Western blot",up-regulated,32064882,,1,NR_033932.1,17,14,3,0,VALIDATED,RGMB antisense RNA 1;CTC-463N11.3;HSALNG0043698;RGMB-AS1;NONHSAG041111.2
RHPN1-AS1,Gastric Cancer,"qRT-PCR, Western blot",up-regulated,31982726,"Homo sapiens RHPN1 antisense RNA 1 (head to head) (RHPN1-AS1), long non-coding RNA

Also Known As: C8orf51",1,NR_026785.1,16,16,0,0,VALIDATED,C8orf51
RMRP,Gastric Cancer,"qPCR, RNAi, Flow cytometry assay etc.",up-regulated,27192121,"Also Known As: Linc1992; BRI3BPAS1; 
BRI3BP-AS1; TCONS_00020260 
",1,NR_110375.1,10,10,0,0,VALIDATED,Linc1992; BRI3BPAS1; BRI3BP-AS1; TCONS_00020260
RP1-163G9.1,Gastric Adenocarcinoma,qRT-PCR etc.,down-regulated,31002370,Also Known As: PARTICLE,1,NR_038942.1,18,17,1,0,VALIDATED,PARTICLE
"RP11-181G12.2",Gastric Cancer,"qPCR, Western blot etc.",differential expressed,31766099,"GeneCards Symbol:
PRKCZ-AS1 
PRKCZ Antisense RNA 1 
RP11-181G12.2
NONHSAG000139.2 
HSALNG0000226",1 (PRKCZ-AS1),PRKCZ-AS1 (NR_146290.1),,14,1,0,VALIDATED (PRKCZ-AS1),PRKCZ antisense RNA 1;RP11-181G12.2;PRKCZ-AS1;HSALNG0000226;NONHSAG000139.2; PRKCZ-AS1
"RP11-445H22.4",Gastric Cancer,qPCR etc.,up-regulated,29687854,"GeneCards Symbol:
KCNK15-AS1 2 
KCNK15 And WISP2 Antisense RNA 1
KCNK15 Antisense RNA 1 (Head To Head)
RP11-445H22.4
NONHSAG031840.2
HSALNG0130331
Lnc-ADA-3",1 (KCNK15-AS1 2),KCNK15-AS1 2 (NR_132377.1),9,9,0,0,VALIDATED (KCNK15-AS1 2),KCNK15 and WISP2 antisense RNA 1;RP11-445H22.4;KCNK15 antisense RNA 1 (head to head);NONHSAG031840.2;HSALNG0130331;lnc-ADA-3; KCNK15-AS1 2
RP11-62F24,Gastric Cancer,qPCR etc.,up-regulated,28879717,,1,NR_151723.1,4,4,0,0,VALIDATED,
RP11-81H3.2,Gastric Cancer,"RT-qPCR, Western blot",up-regulated,32052594,,1,NR_038300.1,11,11,0,0,PREDICTED,long intergenic non-protein coding RNA 2882;RP11-81H3.2;NONHSAG011703.2;HSALNG0092426;lnc-KCNC2-2;lnc-KCNC2-4;NONHSAG011699.2
RPL34-AS1,Gastric Cancer,"Microarray, qPCR etc.",down-regulated,26237576,Also Known As: RPL34-AS1,1,NR_026968.1,18,18,0,0,VALIDATED,RPL34-AS1
SEMA3B-AS1,Gastric Cardia Adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",down-regulated,30656427,,1,NR_110702.1,4,4,0,0,VALIDATED,SEMA3B antisense RNA 1 (head to head);HSALNG0026010;NONHSAG035117.2;SEMA3B-AS1
SLC25A5-AS1,Gastric Cancer,qPCR,down-regulated,30793479,,3,"NR_028443.1, NR_134914.1,
NR_134915.1","24,9,11","20,7,10","4,2,1","0,0,0",VALIDATED,SLC25A5 antisense RNA 1;SLC25A5 antisense RNA 1 (non-protein coding);SLC25A5-AS1;HSALNG0139763;NONHSAG055187.2
SLC7A11-AS1,Gastric Cancer,"Microarray, qPCR, Western blot, Flow cytometry assay etc.",down-regulated,29348845,,1,NR_038380.1,18,18,0,0,VALIDATED,SLC7A11 antisense RNA 1;ENST00000512786;SLC7A11 antisense RNA 1 (non-protein coding);SLC7A11-AS1;HSALNG0037356;NONHSAG038927.2
SNHG1,Gastric Cancer,"qPCR, Western blot etc.",differential expressed,32277646,Also Known As: C20orf198; LINC00101; NCRNA00101,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1,
NR_152582.1, NR_152583.1,
NR_152584.1, NR_152585.1



","5,9,9,4,4,4,4,4,5,
3,7,7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG1,Gastric Cancer,"qPCR, Western blot, RIP, Luciferase reporter assay, other",up-regulated,30391432,Also Known As: C20orf198; LINC00101; NCRNA00101,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1,
NR_152582.1, NR_152583.1,
NR_152584.1, NR_152585.1



","5,9,9,4,4,4,4,4,5,
3,7,7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG1,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,28754593,Also Known As: C20orf198; LINC00101; NCRNA00101,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1,
NR_152582.1, NR_152583.1,
NR_152584.1, NR_152585.1



","5,9,9,4,4,4,4,4,5,
3,7,7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057
SNHG12,Gastric Cancer,"qRT-PCR, Microarray, Western blot assay",up-regulated,31808752,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8,13,9,8,13,8,8,11","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",REVIEWED,C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100
SNHG12,Gastric Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown",up-regulated,31258654,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8,13,9,8,13,8,8,11","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",REVIEWED,C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100
SNHG12,Gastric Cancer,"qPCR, RIP, Luciferase reporter assay",up-regulated,29565487,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8,13,9,8,13,8,8,11","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",REVIEWED,C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100
SNHG12,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29207106,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8,13,9,8,13,8,8,11","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",REVIEWED,C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100
SNHG14,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,29667771,Also Known As: 115HG; LNCAT; UBE3A-AS; UBE3AATS; UBE3A-AS1; UBE3A-ATS; NCRNA00214; U-UBE3A-ATS; IC-SNURF-SNRPN,1,NR_146177.1,176,175,1,0,REVIEWED,115HG; LNCAT; UBE3A-AS; UBE3AATS; UBE3A-AS1; UBE3A-ATS; NCRNA00214; U-UBE3A-ATS; IC-SNURF-SNRPN
SNHG15,Gastric Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26662309,Also Known As: C7orf40; MYO1GUT; Linc-Myo1g,5,"NR_003697.2, NR_152594.1, NR_152595.1, NR_152596.1, NR_152597.1","8, 7, 7, 8, 6","8,7,7,8,6","0,0,0,0,0","0,0,0,0,0",REVIEWED,C7orf40; MYO1GUT; Linc-Myo1g
SNHG16,Gastric Cancer,"qPCR, Luciferase reporter assay, RIP, Western blot",up-regulated,30854107,Also Known As: SNHG16; ncRAN; Nbla10727; Nbla12061,4 (SNHG16),"SNHG16 (NR_038108.1, NR_038109.1, NR_038110.1, NR_038111.1)","9, 9, 8, 8 (SNHG16)","9,9,8,8","0,0,0,0","0,0,0,0",VALIDATED (SNHG16),ncRAN; Nbla10727; Nbla12061
SNHG16,Gastric Cancer,qPCR,up-regulated,31561329,Also Known As: SNHG16; ncRAN; Nbla10727; Nbla12061,4 (SNHG16),"SNHG16 (NR_038108.1, NR_038109.1, NR_038110.1, NR_038111.1)","9, 9, 8, 8 (SNHG16)","9,9,8,8","0,0,0,0","0,0,0,0",VALIDATED (SNHG16),ncRAN; Nbla10727; Nbla12061
SNHG16,Gastric Cancer,qPCR,up-regulated,29081409,Also Known As: SNHG16; ncRAN; Nbla10727; Nbla12061,4 (SNHG16),"SNHG16 (NR_038108.1, NR_038109.1, NR_038110.1, NR_038111.1)","9, 9, 8, 8 (SNHG16)","9,9,8,8","0,0,0,0","0,0,0,0",VALIDATED (SNHG16),ncRAN; Nbla10727; Nbla12061
SNHG17,Gastric Cancer,qPCR,up-regulated,30779073,,14,"NR_015366.5, NR_027241.3, NR_152753.1, NR_152754.1, NR_152755.1, NR_152756.1, NR_152757.1, NR_152758.1, NR_152759.1, NR_152760.1, NR_152761.1, NR_152762.1, NR_152763.1, NR_152764.1","12, 12, 9, 14, 10, 10, 8, 12, 11, 11, 10, 8, 11, 10","12,12,9,14,10,10,8,12,11,11,10,8,11,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,small nucleolar RNA host gene 17;small nucleolar RNA host gene 17 (non-protein coding);NONHSAG031749.2;HSALNG0129982;SNHG17;HSALNG0129980;NONHSAG031748.2
SNHG17,Gastric Cancer,"qPCR, Western blot, RIP, other",up-regulated,30256413,,14,"NR_015366.5, NR_027241.3, NR_152753.1, NR_152754.1, NR_152755.1, NR_152756.1, NR_152757.1, NR_152758.1, NR_152759.1, NR_152760.1, NR_152761.1, NR_152762.1, NR_152763.1, NR_152764.1","12, 12, 9, 14, 10, 10, 8, 12, 11, 11, 10, 8, 11, 10","12,12,9,14,10,10,8,12,11,11,10,8,11,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,small nucleolar RNA host gene 17;small nucleolar RNA host gene 17 (non-protein coding);NONHSAG031749.2;HSALNG0129982;SNHG17;HSALNG0129980;NONHSAG031748.2
SNHG20,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30520073,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,C17orf86; LINC00338; NCRNA00338; SCARNA16HG
SNHG20,Gastric Cancer,"qPCR, Western blot, RIP etc.",up-regulated,29113337,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,C17orf86; LINC00338; NCRNA00338; SCARNA16HG
SNHG3,Gastric Cancer,qPCR,up-regulated,31534128,Also Known As: U17HG; RNU17C; RNU17D; U17HG-A; U17HG-AB; NCRNA00014,2,"NR_036473.1, NR_002909.2","18, 16","18,16","0,0","0,0",VALIDATED,U17HG; RNU17C; RNU17D; U17HG-A; U17HG-AB; NCRNA00014
SNHG5,Gastric Cancer,"qRT-PCR , Western blot , in vitro knockdown etc.",up-regulated,31173289,Also Known As: U50HG; C6orf160; LINC00044; NCRNA00044,1,NR_003038.2,2,2,0,0,REVIEWED,U50HG; C6orf160; LINC00044; NCRNA00044
SNHG5,Gastric Cancer,RIP etc.,down-regulated,27065326,Also Known As: U50HG; C6orf160; LINC00044; NCRNA00044,1,NR_003038.2,2,2,0,0,REVIEWED,U50HG; C6orf160; LINC00044; NCRNA00044
SNHG5,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",down-regulated,27871067,Also Known As: U50HG; C6orf160; LINC00044; NCRNA00044,1,NR_003038.2,2,2,0,0,REVIEWED,U50HG; C6orf160; LINC00044; NCRNA00044
SNHG6,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,28683446,Also Known As: U87HG; HBII-276HG; NCRNA00058,4,"NR_002599.2, NR_152598.1, NR_152599.1, NR_152600.1","4, 5, 3, 5","4,5,3,5","0,0,0,0","0,0,0,0",VALIDATED,U87HG; HBII-276HG; NCRNA00058
SNHG7,Gastric Cancer,"qRT-PCR, Luciferase reporter assay, Western blot",up-regulated,31814518,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28, 13, 12","23,10,9","5,3,3","0,0,0",VALIDATED,NCRNA00061
SNHG7,Gastric Cancer,"qPCR, Western blot, RNAi, etc.",up-regulated,29131253,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28, 13, 12","23,10,9","5,3,3","0,0,0",VALIDATED,NCRNA00061
SNHG8,Gastric Cancer,qPCR etc.,up-regulated,29736176,Also known as: LINC00060; NCRNA00060,3,"NR_003584.3,NR_034010.1,NR_034011.1","5,4,2","4,3,2","1,1,0","0,0,0",VALIDATED,LINC00060; NCRNA00060
SNHG8,Gastric Cancer,"RNA-seq, qPCR etc.",up-regulated,27835598,Also known as: LINC00060; NCRNA00060,3,"NR_003584.3,NR_034010.1,NR_034011.1","5,4,2","4,3,2","1,1,0","0,0,0",VALIDATED,LINC00060; NCRNA00060
SOX2OT,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29782828,"Some (older) SOX2OT transcript variant 7 lncRNA ""lncRNA"" ncRNA (complete sequence-KF981435.1) was also there in result.
","6 (SOX2-OT_Variant 1-6)
+
1 [SOX2-OT_Variant 7 (older)]
=7","SOX2-OT_Variant 1-6 (NR_075091.1, NR_075092.1, NR_075093.1, NR_004053.3, NR_075089.1, NR_075090.1)
+
SOX2OT_Variant 7 (older) (KF981435.1)","18, 16, 13, 16, 15, 11 (SOX2-OT_Variant 1-6)
+
11 [SOX2OT_Variant 7 (older)]","18,16,13,16,15,11","0,0,0,0,0,0","0,0,0,0,0,0",REVIEWED,SOX2OT; NCRNA00043
SOX2OT,Gastric Cancer,"qPCR, Western blot assay, Luciferase reporter assay, other",up-regulated,30405772,"Some (older) SOX2OT transcript variant 7 lncRNA ""lncRNA"" ncRNA (complete sequence-KF981435.1) was also there in result.
","6 (SOX2-OT_Variant 1-6)
+
1 [SOX2-OT_Variant 7 (older)]
=7","SOX2-OT_Variant 1-6 (NR_075091.1, NR_075092.1, NR_075093.1, NR_004053.3, NR_075089.1, NR_075090.1)
+
SOX2OT_Variant 7 (older) (KF981435.1)","18, 16, 13, 16, 15, 11 (SOX2-OT_Variant 1-6)
+
11 [SOX2OT_Variant 7 (older)]","18,16,13,16,15,11","0,0,0,0,0,0","0,0,0,0,0,0",REVIEWED,SOX2OT; NCRNA00043
