LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19,aka
TRERNA1,non small cell lung cancer,qRT-PCR,up-regulated,32096153.0,Also Known As: TRERNA1; treRNA; LINC00651,1 (TRERNA1),TRERNA1 (NR_051976.1),6 (TRERNA1),6,0,0,VALIDATED (TRERNA1),0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,treRNA; LINC00651
TRPM2-AS,non small cell lung cancer,"qPCR, Western blot etc.",up-regulated,28678322.0,Also Known As: TRPM2-AS1,1,NR_109964.1,10,9,1,0,VALIDATED,2 (C-rich),"[-0.923, -0.898 [C-rich]]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,TRPM2-AS1
TRPM2-AS,non small cell lung cancer,"qPCR, RNAi, Western blot, Flow cytometry assay, CCK-8 assay etc.",up-regulated,28231726.0,Also Known As: TRPM2-AS1,1,NR_109964.1,10,9,1,0,VALIDATED,2 (C-rich),"[-0.923, -0.898 [C-rich]]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,TRPM2-AS1
"TSlnc8
LINC00589",non small cell lung cancer,"qRT-PCR , Western blot etc.",down-regulated,31601776.0,Also known as: TSLNC8; C8orf75;  LINC00589,1 (LINC00589),LINC00589 (NR_026765.2),9 (LINC00589),9,0,0,VALIDATED (LINC00589),3 (C-rich),"[-0.759, -0.911, 
-0.911 (C-rich)]",,0,0,No PQS found in G4 hunter,,TSLNC8; C8orf75
TTN-AS1,lung adenocarcinoma,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31173403.0,,2,"NR_038272.1, NR_038271.1","32,13","32,13","0,0","0,0",VALIDATED,"5 (2G)
3 (2-2G, 1-C-rich)","[0.911, 0.8, 0.658, 
0.958, 0.911 (2G)];

[0.922, 0.894 (2G); 
-0.915 (C-rich)]",,0,0,No PQS found on G4 Hunter,,TTN antisense RNA 1;TTN antisense RNA 1 (non-protein coding);HSALNG0020713;NONHSAG029956.2
TTN-AS1,lung adenocarcinoma,"qRT-PCR, Western blotting, in vitro knockdown etc.",down-regulated,31027732.0,,2,"NR_038272.1, NR_038271.1","32,13","32,13","0,0","0,0",VALIDATED,"5 (2G)
3 (2-2G, 1-C-rich)","[0.911, 0.8, 0.658, 
0.958, 0.911 (2G)];

[0.922, 0.894 (2G); 
-0.915 (C-rich)]",,0,0,No PQS found on G4 Hunter,,TTN antisense RNA 1;TTN antisense RNA 1 (non-protein coding);HSALNG0020713;NONHSAG029956.2
TTN-AS1,lung adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,31363080.0,,2,"NR_038272.1, NR_038271.1","32,13","32,13","0,0","0,0",VALIDATED,"5 (2G)
3 (2-2G, 1-C-rich)","[0.911, 0.8, 0.658, 
0.958, 0.911 (2G)];

[0.922, 0.894 (2G); 
-0.915 (C-rich)]",,0,0,No PQS found on G4 Hunter,,TTN antisense RNA 1;TTN antisense RNA 1 (non-protein coding);HSALNG0020713;NONHSAG029956.2
TTTY15,non small cell lung cancer,"qPCR, Western blot, RIP",down-regulated,31311130.0,,2,"NR_038272.1, NR_038271.1","32, 13","32,13","0,0","0,0",VALIDATED,"5 (2G)
3 (1-C-rich, 2-2G)","[0.911, 0.8, 0.658,
0.958, 0.911 (2G)];

[0.922, 0.894 (2G); 
-0.915 (C-rich)]",No similarity to any PQS in QGRS Mapper,0,0,No PQS found in G4 hunter,,"testis-specific transcript, Y-linked 15;DKFZP434I143;NCRNA00138;non-protein coding RNA 138;testis-specific transcript, Y-linked 15 (non-protein coding);USP9Y;ubiquitin specific peptidase 9 Y-linked;AZFA;DFFRY;NONHSAG055784.2;TTTY15;HSALNG0141211"
"TUC338
PCBP2-OT1",lung cancer,"qPCR, Western blot",up-regulated,29424901.0,"Also Known As: TUC.338, TUC338, uc.338; PCBP2-OT1",1 (PCBP2-OT1),NR_109828.1 (PCBP2-OT1),5(PCBP2-OT1),5,0,0,VALIDATED (PCBP2-OT1),3 (C-rich),"[-0.872, -0.641, -0.845 (C-rich)] ",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,TUC338; uc.338; TUC.338
TUG1,non small cell lung cancer,qPCR,down-regulated,31532756.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31,30,30,12,12,30,30,31","4,4,4,0,0,4,4,4","0,0,0,0,0,0,0,0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,small cell lung cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay, Cell migration and invasion assay etc.",up-regulated,28069000.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31,30,30,12,12,30,30,31","4,4,4,0,0,4,4,4","0,0,0,0,0,0,0,0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,non small cell lung cancer,"RT-PCR, Western blot",up-regulated,29277771.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31,30,30,12,12,30,30,31","4,4,4,0,0,4,4,4","0,0,0,0,0,0,0,0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,non small cell lung cancer,qPCR etc.,down-regulated,28121347.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31,30,30,12,12,30,30,31","4,4,4,0,0,4,4,4","0,0,0,0,0,0,0,0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,non small cell lung cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay etc.",down-regulated,24853421.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31,30,30,12,12,30,30,31","4,4,4,0,0,4,4,4","0,0,0,0,0,0,0,0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,non small cell lung cancer,"RNA-seq, qPCR, RIP, Cell proliferation assay etc.",down-regulated,27485439.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31,30,30,12,12,30,30,31","4,4,4,0,0,4,4,4","0,0,0,0,0,0,0,0",VALIDATED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUSC7,non small cell lung cancer,qPCR etc.,down-regulated,27158360.0,"Also Known As: LOC285194; LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295. LOC285194 mentioned in title of papers [PubMed-31494574 (TUSC7) and 27683121 (RPL34-DT)] referred in TUSC7 (NR_015391.1) and RPL34-DT (NR_026968.1). Aliases for TUSC7 Gene (From GeneCards database - GCID: GC03P116709)
Tumor Suppressor Candidate 7
TUSC7",Refer (LOC285194),(NR_015391.1),1,9,0,0,VALIDATED,4 (2G),"[0.911, 0.776, 0.935, 0.891  (2G)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295
UC011CLY.2,lung squamous cell carcinoma,"Microarray, qPCR etc.",up-regulated,28076325.0,,Refer to SLC9A3-AS1,,,,,,,,,,,,,,SLC9A3 antisense RNA 1;UC011CLY.2;HSALNG0039449;NONHSAG039631.2;HSALNG0039450;HSALNG0039451;lnc-EXOC3-1
UCA1,lung cancer,"qPCR, Western blot",down-regulated,30001775.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,non small cell lung cancer,qPCR,up-regulated,31938341.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung cancer,qPCR,up-regulated,30918102.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung cancer,qPCR,up-regulated,30868851.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,non small cell lung cancer,"Western blotting, qRT-PCR, Luciferase Reporter Assay, RIP",up-regulated,31951852.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung cancer,"qPCR, RNAi, Western blot, other",up-regulated,30468471.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,non small cell lung cancer,"qPCR, Western blot, etc.",up-regulated,30652341.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung cancer,"qPCR, etc.",up-regulated,30556875.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,lung adenocarcinoma,"Microarray, qPCR",differential expression,29279851.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,non small cell lung cancer,"Microarray, qPCR etc.",up-regulated,28040594.0,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36,1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
