LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
LOC554202 (MIR31HG),Cervical Cancer,"qPCR, Western blot etc.",up-regulated,29129878.0,"Also Known As: LOC554202; MIR31HG; LncHIFCAR; hsa-lnc-31.LOC554202 mentioned in title of paper (PubMed-22289355 and others) referred in MIR31HG_variants (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1).Aliases for MIR31HG Gene (From GeneCards database - GCID: GC09M021439)
MIR31 Host Gene",4 (MIR31HG),"MIR31HG (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1)","20, 13, 12, 19 (MIR31HG)","19,13,12,18","1,0,0,1","0,0,0,0",REVIEWED (MIR31HG),LncHIFCAR; hsa-lnc-31,"8,3,3,8","7,3,3,7","1,0,0,1","0,0,0,0","1,0,0,1","0,0,0,0","1,0,0,1","0,0,0,0"
LUCAT1,Cervical Cancer,"qPCR, Western blot, RIP, Luciferase reporter assay etc",up-regulated,32207530.0,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,SCAL1; SCAT5,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
LUCAT1,Cervical Cancer,"qPCR, RNA-seq",up-regulated,30831032.0,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,SCAL1; SCAT5,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
LUCAT1,Cervical Cancer,"qPCR, Western blot, etc.",up-regulated,31486481.0,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,SCAL1; SCAT5,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MAGI2-AS3,Cervical Squamous Cell Carcinoma,"qPCR, Western blot",up-regulated,31832086.0,,4,"NR_038343.2, NR_038344.1, NR_038345.1, NR_038346.1","22, 9, 2, 3","21,8,2,3","1,1,0,0","0,0,0,0",VALIDATED,MAGI2 antisense RNA 3;ENST00000414797;MAGI2 antisense RNA 3 (non-protein coding);HSALNG0059170;MAGI2-AS3;NONHSAG048073.2,"10,5,0,1","9,4,0,1","1,1,0,0","0,0,0,0","3,2,0,0","2,1,0,0","1,1,0,0","0,0,0,0"
MALAT1,Cervical Cancer,"qRT-PCR, Western blot",up-regulated,32152961.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"RT-PCR, western-blot",up-regulated,32113834.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, Luciferase reporter assay,",up-regulated,30178834.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, etc.",up-regulated,30633360.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, RNAi, Western blot, MTT assay etc.",up-regulated,28252165.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, Cell transfection, Western blot, Dual luciferase reporter assay, Flow cytometry assay etc.",differential expression,27658300.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, RNAi, RIP, Flow cytometry assay, RNA pull-down assay etc.",up-regulated,26311052.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay etc.",up-regulated,26242259.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, Western blot etc.",down-regulated,29704494.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.",down-regulated,25773124.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, ELISA etc.",up-regulated,27184657.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,qPCR etc.,down-regulated,22487937.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,qPCR etc.,up-regulated,20213048.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, Northern blot etc.",differential expression,22491206.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26798987.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, RNAi, Luciferase reporter assay, MTT assay etc.",up-regulated,26400521.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,"qPCR, Cell proliferation assay etc.",up-regulated,26854446.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Cervical Cancer,qPCR etc.,up-regulated,24932303.0,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MCM3AP-AS1,Cervical Squamous Cell Carcinoma,RT-qPCR,down-regulated,31985002.0,Also known as: C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031,4,"NR_110565.1, NR_002776.4,NR_110566.1,NR_110567.1","9,9,10,11","9,9,10,11","0,0,0,0","0,0,0,0",VALIDATED,C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031,"0,0,1,2","0,0,1,2","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
MEG3,Cervical Cancer,qPCR,down-regulated,30174437.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",down-regulated,31320837.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,qPCR etc.,down-regulated,28787698.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,"qPCR, ELISA etc.",down-regulated,27184657.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,qPCR etc.,up-regulated,22487937.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,"qPCR, ISH etc.",down-regulated,14602737.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,"qPCR, RNAi, Western blot etc.",down-regulated,26574780.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,"qPCR, RNAi, MSP-PCR, Western blot etc.",down-regulated,28057015.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MEG3,Cervical Cancer,"qPCR, Western blot etc.",down-regulated,23790166.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83
","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14,17,16,15,15,15,15,15,15,16,15,17,15,16,81","2,2,2,2,2,2,2,2,2,2,2,2,2,2,12","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,39","1,1,1,1,1,1,1,1,1,1,1,1,1,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1,1,1,13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MFI2-AS1 MELTF-AS1,Cervical Cancer,"qPCR, Western blot",up-regulated,31210294.0,Also Known As: MELTF-AS1; MFI2-AS1,1 (MELTF-AS1),NR_038285.1 (MELTF-AS1),8 (MELTF-AS1),7,1,0,VALIDATED (MELTF-AS1),MFI2-AS1,2,1,1,0,2,2,0,0
MIAT,Cervical Cancer,qPCR etc.,up-regulated,32239132.0,Also Known As: RNCR2; GOMAFU; C22orf35; LINC00066; NCRNA00066; lncRNA-MIAT,4,"NR_003491.3, NR_033319.2, NR_033320.2, NR_033321.2","122, 118, 118, 119","1,04,10,01,00,101","18,18,18,18","0,0,0,0",REVIEWED,RNCR2; GOMAFU; C22orf35; LINC00066; NCRNA00066; lncRNA-MIAT,"74,72,72,70","61,59,59,57","13,13,13,13","0,0,0,0","32,32,32,32","27,27,27,27","5,5,5,5","0,0,0,0"
MIR100HG,Cervical Cancer,"Microarray, qPCR etc.",differential expression,27035672.0,Also Known As: AGD1; lncRNA-N2; linc-NeD125,23,"NR_024430.2, NR_137175.1, NR_137176.1, NR_137177.1, NR_137178.1, NR_137179.1, NR_137180.1, NR_137181.1, NR_137182.1, NR_137183.1, NR_137184.1, NR_137185.1, NR_137186.1, NR_137187.1, NR_137188.1, NR_137189.1, NR_137190.1, NR_137191.1, NR_137192.1, NR_137193.1, NR_137194.1, NR_137195.1, NR_137196.1","8, 10, 6, 6, 7, 6, 7, 8, 8, 4, 4, 4, 3, 3, 4, 7, 7, 7, 3, 5, 4, 8, 8","8,10,6,6,7,6,7,8,8,4,4,4,5,5,7,10,11,12,4,7,7,7,7","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,AGD1; lncRNA-N2; linc-NeD125,"6,6,2,2,2,2,5,6,6,2,2,2,2,2,2,6,6,6,2,5,2,5,5","6,6,2,2,2,2,5,6,6,2,2,2,2,2,2,6,6,6,2,5,2,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
MIR205HG,Cervical Cancer,"qRT-PCR, RIP",up-regulated,31655037.0,Also known as: NPC-A-5; LINC00510,5,"NR_145437.1,NR_145433.1,NR_145434.1,NR_145435.1,NR_145436.1","5,5,6,6,4","4,4,5,5,3","1,1,1,1,1","0,0,0,0,0",VALIDATED,NPC-A-5; LINC00510,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
MIR205HG,Cervical Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31023531.0,Also known as: NPC-A-5; LINC00510,5,"NR_145437.1,NR_145433.1,NR_145434.1,NR_145435.1,NR_145436.1","5,5,6,6,4","4,4,5,5,3","1,1,1,1,1","0,0,0,0,0",VALIDATED,NPC-A-5; LINC00510,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
MIR210HG,Cervical Cancer,"RT-PCR, Western blot",up-regulated,32087604.0,,1,NR_038262.1,29,26,3,0,VALIDATED,MIR210 host gene;MIR210 host gene (non-protein coding);NONHSAG007324.2;HSALNG0081992;MIR210HG,16,15,1,0,4,2,2,0
MIR22HG,Cervical Cancer,qRT-PCR,down-regulated,32099468.0,Also Known As: C17orf91,4,"NR_028502.1, NR_028503.1, NR_028504.1, NR_028505.1","22, 16, 10, 10","20,15,9,9","2,1,1,1","0,0,0,0",VALIDATED,C17orf91,"7,5,2,2","6,5,2,2","1,0,0,0","0,0,0,0","1,0,0,0","0,0,0,0","1,0,0,0","0,0,0,0"
