LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
NEAT1,Laryngeal Squamous Cell Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",down-regulated,26822763.0,"Also Known As: VINC; TncRNA; LINC00084; NCRNA00084

Some (older, not checked for PQS) NEAT1 lncRNA ""lncRNA"" ncRNA (complete sequence-MK562403.1; experiment-RACE) was also there in result.",2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134,33","16,8","0,0",REVIEWED,VINC; TncRNA; LINC00084; NCRNA00084,"83,32","77,27","6,5","0,0","28,15","25,13","3,2","0,0"
NEAT1,Oral Squamous Cell Carcinoma,qPCR etc.,up-regulated,23292713.0,"Also Known As: VINC; TncRNA; LINC00084; NCRNA00084

Some (older, not checked for PQS) NEAT1 lncRNA ""lncRNA"" ncRNA (complete sequence-MK562403.1; experiment-RACE) was also there in result.",2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134,33","16,8","0,0",REVIEWED,VINC; TncRNA; LINC00084; NCRNA00084,"83,32","77,27","6,5","0,0","28,15","25,13","3,2","0,0"
NEAT1,Oral Squamous Cell Carcinoma,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",up-regulated,29484420.0,"Also Known As: VINC; TncRNA; LINC00084; NCRNA00084

Some (older, not checked for PQS) NEAT1 lncRNA ""lncRNA"" ncRNA (complete sequence-MK562403.1; experiment-RACE) was also there in result.",2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134,33","16,8","0,0",REVIEWED,VINC; TncRNA; LINC00084; NCRNA00084,"83,32","77,27","6,5","0,0","28,15","25,13","3,2","0,0"
NEAT1,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,27020592.0,"Also Known As: VINC; TncRNA; LINC00084; NCRNA00084

Some (older, not checked for PQS) NEAT1 lncRNA ""lncRNA"" ncRNA (complete sequence-MK562403.1; experiment-RACE) was also there in result.",2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134,33","16,8","0,0",REVIEWED,VINC; TncRNA; LINC00084; NCRNA00084,"83,32","77,27","6,5","0,0","28,15","25,13","3,2","0,0"
NEAT1,Nasopharyngeal Cancer,"qPCR, Western blot etc.",down-regulated,29565706.0,"Also Known As: VINC; TncRNA; LINC00084; NCRNA00084

Some (older, not checked for PQS) NEAT1 lncRNA ""lncRNA"" ncRNA (complete sequence-MK562403.1; experiment-RACE) was also there in result.",2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134,33","16,8","0,0",REVIEWED,VINC; TncRNA; LINC00084; NCRNA00084,"83,32","77,27","6,5","0,0","28,15","25,13","3,2","0,0"
NEAT1,Nasopharyngeal Cancer,"qPCR, Western blot etc.",down-regulated,29050268.0,"Also Known As: VINC; TncRNA; LINC00084; NCRNA00084

Some (older, not checked for PQS) NEAT1 lncRNA ""lncRNA"" ncRNA (complete sequence-MK562403.1; experiment-RACE) was also there in result.",2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134,33","16,8","0,0",REVIEWED,VINC; TncRNA; LINC00084; NCRNA00084,"83,32","77,27","6,5","0,0","28,15","25,13","3,2","0,0"
NEAT1,Nasopharyngeal Cancer,"qPCR, Luciferase reporter assay, Western blot, RIP",up-regulated,29270022.0,"Also Known As: VINC; TncRNA; LINC00084; NCRNA00084

Some (older, not checked for PQS) NEAT1 lncRNA ""lncRNA"" ncRNA (complete sequence-MK562403.1; experiment-RACE) was also there in result.",2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134,33","16,8","0,0",REVIEWED,VINC; TncRNA; LINC00084; NCRNA00084,"83,32","77,27","6,5","0,0","28,15","25,13","3,2","0,0"
NKILA,Nasopharyngeal Cancer,"qPCR, other",down-regulated,31430288.0,,1,NR_131157.1,28,26,2,0,VALIDATED,NF-kappaB interacting lncRNA;NF-kappaB interacting long non-coding RNA;HSALNG0131196;lnc-PCK1-5;NONHSAG032126.2,11,10,1,0,3,3,0,0
NKILA,Laryngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",down-regulated,29573243.0,,1,NR_131157.1,28,26,2,0,VALIDATED,NF-kappaB interacting lncRNA;NF-kappaB interacting long non-coding RNA;HSALNG0131196;lnc-PCK1-5;NONHSAG032126.2,11,10,1,0,3,3,0,0
NKILA,Tongue Squamous Cell Carcinoma,"qPCR, Western blot, ISH etc.",down-regulated,27613832.0,,1,NR_131157.1,28,26,2,0,VALIDATED,NF-kappaB interacting lncRNA;NF-kappaB interacting long non-coding RNA;HSALNG0131196;lnc-PCK1-5;NONHSAG032126.2,11,10,1,0,3,3,0,0
NR2F2-AS1,Nasopharyngeal Cancer,"RT-qPCR, Western blotting",up-regulated,31966043.0,,3,"NR_102743.1, NR_102744.1, NR_125738.1","9,4,3","9,4,3","0,0,0","0,0,0",VALIDATED,NR2F2 antisense RNA 1;NR2F2 antisense RNA 1 (non-protein coding);HSALNG0108391;NR2F2-AS1;NONHSAG017999.2;HSALNG0108393;NONHSAG018003.2;HSALNG0108400;HSALNG0108394;HSALNG0108392;HSALNG0108404;HSALNG0108399,"2,0,0","2,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
NR_003949 FKBP9P1_Variant 4,Laryngeal Squamous Cell Cancer,"Microarray, qPCR etc.",up-regulated,28033431.0,also known as: FKBP9L; FKBP9P1,"1
(Variants 1st, 2nd and 3rd are also lncRNAs)
(Total = 4) (FKBP9P1)","FKBP9P1 (_____, _____, _____, NR_003949.1)",,17,1,0,VALIDATED (FKBP9P1),FKBP9L,6,5,1,0,3,3,0,0
NR_027358 LINC00592,Nasopharyngeal Cancer,"Microarray, qPCR etc.",down-regulated,25406670.0,,1 (LINC00592),LINC00592 (NR_027358.2),,8,0,0,VALIDATED (LINC00592),long intergenic non-protein coding RNA 592;LINC00592;HSALNG0091158;NONHSAG011187.2,4,4,0,0,1,1,0,0
OIP5-AS1,Laryngeal Squamous Cell Cancer,"RT-qPCR, Western blot",up-regulated,32009213.0,Also Known As: cyrano; linc-OIP5,4,"NR_026757.2, NR_152820.1, NR_152821.1, NR_152822.1","30, 26, 6, 31","30,26,6,31","0,0,0,0","0,0,0,0",REVIEWED,cyrano; linc-OIP5,"6,4,0,6","6,4,0,6","0,0,0,0","0,0,0,0","2,2,0,2","2,2,0,2","0,0,0,0","0,0,0,0"
OIP5-AS1,Oral Squamous Cell Carcinoma,"qPCR, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,31369989.0,Also Known As: cyrano; linc-OIP5,4,"NR_026757.2, NR_152820.1, NR_152821.1, NR_152822.1","30, 26, 6, 31","30,26,6,31","0,0,0,0","0,0,0,0",REVIEWED,cyrano; linc-OIP5,"6,4,0,6","6,4,0,6","0,0,0,0","0,0,0,0","2,2,0,2","2,2,0,2","0,0,0,0","0,0,0,0"
OIP5-AS1,Oral Cancer,"RNA-seq, Microarray, qPCR, Luciferase reporter assay, RIP etc.",up-regulated,29728583.0,Also Known As: cyrano; linc-OIP5,4,"NR_026757.2, NR_152820.1, NR_152821.1, NR_152822.1","30, 26, 6, 31","30,26,6,31","0,0,0,0","0,0,0,0",REVIEWED,cyrano; linc-OIP5,"6,4,0,6","6,4,0,6","0,0,0,0","0,0,0,0","2,2,0,2","2,2,0,2","0,0,0,0","0,0,0,0"
PANDAR,Oral Squamous Cell Carcinoma,"qPCR, Western blot, in vitro knockdown",up-regulated,31938389.0,Also Known As: PANDA,1,NR_109836.1,6,6,0,0,REVIEWED,PANDA,1,1,0,0,0,0,0,0
PAPAS,Oral Squamous Cell Carcinoma,"RT-qPCR, Western blot analysis etc.",up-regulated,31099126.0,Also known as: H-PIP; PAPAS; CD2BP1; PSTPIP; CD2BP1L; CD2BP1S,"1
(Variants 1st, 2nd 3rd and 4th are mRNA)
(Total = 5)","____,____,____,____,NR_029708.1",,1,0,0,REVIEWED,MIRN188; miR-188,0,0,0,0,0,0,0,0
PART1,Tongue Squamous Cell Carcinoma,RNA-seq,differential expression,30755833.0,Also Known As: NCRNA00206,3,"NR_024617.1, NR_028508.1, NR_028509.1","18, 11, 21","18,11,20","0,0,1","0,0,0",VALIDATED,NCRNA00206,"7,2,7","7,2,6","0,0,1","0,0,0","1,0,3","1,0,2","0,0,1","0,0,0"
PCAT1,Laryngeal Cancer,"RT-qPCR, RIP",up-regulated,31983116.0,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,PCA1; PiHL; PCAT-1,2,2,0,0,0,0,0,0
PCAT1,Tongue Squamous Cell Carcinoma,"qPCR, Western blot etc",up-regulated,32218838.0,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,PCA1; PiHL; PCAT-1,2,2,0,0,0,0,0,0
PCAT1,Head And Neck Squamous Cell Carcinoma,"qRT-PCR , Western blot , in vitro knockdown etc.",up-regulated,30987615.0,"Also Known As: PCA1; PiHL; PCAT-1

Some (older, not checked for PQS) PCAT1 long non-coding RNA ""other"" ncRNA (complete sequence-HQ605084.1) was also there in result.",1,NR_045262.2,14,14,0,0,REVIEWED,PCA1; PiHL; PCAT-1,2,2,0,0,0,0,0,0
PCAT7,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,28728844.0,,4,"NR_121566.2, NR_121567.2 , NR_121568.2, NR_121569.2 ","16, 15, 11, 15","15,14,10,14","1,1,1,1","0,0,0,0",VALIDATED,PCAN-R2,"11,11,9,10","11,11,9,10","0,0,0,0","0,0,0,0","1,1,1,1","1,1,1,1","0,0,0,0","0,0,0,0"
PCAT7,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, RNAi etc.",up-regulated,28728844.0,,4,"NR_121566.2, NR_121567.2 , NR_121568.2, NR_121569.2 ","16, 15, 11, 15","15,14,10,14","1,1,1,1","0,0,0,0",VALIDATED,PCAN-R2,"11,11,9,10","11,11,9,10","0,0,0,0","0,0,0,0","1,1,1,1","1,1,1,1","0,0,0,0","0,0,0,0"
PDIA3P,Oral Squamous Cell Carcinoma,"qPCR, Luciferase reporter assay, RNAi",up-regulated,29246288.0,Also known as: ERp60; GRP58P; PDIA3P,1,NR_002305.1,,10,1,0,VALIDATED,ERp60; GRP58P; PDIA3P,3,3,0,0,1,1,0,0
PEG10,Hypopharyngeal Squamous Cell Carcinoma,qPCR,up-regulated,28928830.0,"Also Known As: Huh7; PGSF1; C19orf30; 
LINC00306; NCRNA00306; uc002mbe.2",1,NR_027148.1,7,6,1,0,VALIDATED,Huh7; PGSF1; C19orf30; LINC00306; NCRNA00306; uc002mbe.2,6,5,1,0,1,0,1,0
PLAC2,Oral Squamous Cell Carcinoma,"qPCR, Western blot",up-regulated,30720068.0,Also Known As: PLAC2; LINC00036; NCRNA00036; onco-lncRNA-16,1,NR_027064.3,40,30,10,0,REVIEWED,TINCR ubiquitin domain containing;FLJ90734;NCRNA00036;LINC00036;onco-lncRNA-16;non-protein coding RNA 36;long intergenic non-protein coding RNA 36;terminal differentiation-induced ncRNA;placenta-specific 2;placenta-specific 2 (non-protein coding);tissue differentiation-inducing non-protein coding RNA;PLAC2;NONHSAG024566.2;lnc-TINCR-1;HSALNG0123467;HSALNG0123468;Ubiquitin domain-containing protein TINCR;Placenta-specific protein 2;Terminal differentiation-induced cornification regulator,28,21,7,0,12,8,4,0
PTCSC3,Laryngeal Squamous Cell Cancer,"qRT-PCR , Western blot etc.",down-regulated,31171714.0,,1,NR_049735.2,8,8,0,0,VALIDATED,papillary thyroid carcinoma susceptibility candidate 3;papillary thyroid carcinoma susceptibility candidate 3 (non-protein coding);HSALNG0100636;PTCSC3;NONHSAG014723.2,1,1,0,0,1,1,0,0
PTENP1,oral squamous cell carcinoma,"qPCR, other",,30229832.0,"Processed pseudogene;
Also known as
PTH2; PTEN2; PTEN-rs; PTENpg1; psiPTEN;
Search Results for PTENP1-AS also displayed",1,HG975434.1,20,,,,REVIEWED,"phosphatase and tensin homolog pseudogene 1;PTEN2;psiPTEN;PTH2;PTEN-rs;PTENpg1;phosphatase and tensin homolog pseudogene 1 (functional);PTEN/MMAC1 pseudogene;phosphatase and tensin homolog (mutated in multiple advanced cancers 1), pseudogene 1",,,,,,,,
PTPRG-AS1,Nasopharyngeal Cancer,"qRT-PCR, Western blotting, Microarray data analysis etc.",up-regulated,30993702.0,,3,"NR_038281.1, NR_038282.1,
NR_038283.1","6,7,6","6,7,6","0,0,0","0,0,0",VALIDATED,PTPRG antisense RNA 1;PTPRG-AS1;HSALNG0026508;NONHSAG035305.2;HSALNG0026507,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
PVT1,Oral Squamous Cell Carcinoma,"qRT-PCR, Western blot",up-regulated,32021271.0,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100,4,3,1,0,3,0,3,0
PVT1,Nasopharyngeal Cancer,"qPCR, Western blot",up-regulated,30141114.0,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100,4,3,1,0,3,0,3,0
PVT1,Head And Neck Squamous Cell Carcinoma,"qPCR, Western blot, other",up-regulated,30310517.0,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100,4,3,1,0,3,0,3,0
PVT1,Laryngeal Squamous Cell Cancer,"qPCR, Western blot, Luciferase reporter assay, Microarray, other",up-regulated,30304557.0,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100,4,3,1,0,3,0,3,0
PVT1,Nasopharyngeal Cancer,"qPCR, Western blot, RIP",up-regulated,31320749.0,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100,4,3,1,0,3,0,3,0
PVT1,Nasopharyngeal Cancer,"Microarray, qPCR, Western blot, in vitro knockdown",up-regulated,29445147.0,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100

Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.

Some (older, not checked for PQS) PVT1 lncRNA ""lncRNA"" ncRNA (partial sequence-KY887488.1) was also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100,4,3,1,0,3,0,3,0
PXN-AS1-L,Nasopharyngeal Cancer,"qPCR , Luciferase reporter assay , Western blot etc.",up-regulated,31173488.0,,1,NR_038924.1,8,8,0,0,VALIDATED,EyeLinc4,4,4,0,0,0,0,0,0
RBM5-AS1,Oral Squamous Cell Carcinoma,"RT-qPCR, Luciferase activity assays, Western blot assay",up-regulated,31869662.0,"Also Known As: LUST

Some SEMA3F antisense RNA 1 (SEMA3F-AS1), long non-coding RNA ""lncRNA"" ncRNA (NR_135301.1) with PQS-22 (2G), 2 (3G) was also there in result.",1,NR_045388.1,2,1,1,0,REVIEWED,LUST,2,2,0,0,0,0,0,0
RGMB-AS1,Laryngeal Squamous Cell Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,31351424.0,,1,NR_033932.1,17,14,3,0,VALIDATED,RGMB antisense RNA 1;CTC-463N11.3;HSALNG0043698;RGMB-AS1;NONHSAG041111.2,9,6,3,0,5,4,1,0
RHPN1-AS1,Head And Neck Squamous Cell Carcinoma,"qPCR, Western blot, RNAi, other",up-regulated,31417644.0,"Homo sapiens RHPN1 antisense RNA 1 (head to head) (RHPN1-AS1), long non-coding RNA

Also Known As: C8orf51",1,NR_026785.1,16,16,0,0,VALIDATED,C8orf51,0,0,0,0,0,0,0,0
ROR1-AS1,Nasopharyngeal Cancer,"RT-qPCR, Western blot analysis, Luciferase Assays, RIP",up-regulated,31957830.0,,2,"NR_110665.1, NR_110666.1","7,11","7,11","0,0","0,0",VALIDATED,ROR1 antisense RNA 1;HSALNG0004143;NONHSAG001712.2;ROR1-AS1,"2,1","2,1","0,0","0,0","0,0","0,0","0,0","0,0"
SATB1-AS1,Laryngeal Squamous Cell Cancer,qRT-PCR,down-regulated,32174248.0,,1,NR_125803.1,7,5,2,0,VALIDATED,SATB1 antisense RNA 1;HSALNG0024541;SATB1-AS1;NONHSAG034569.2,0,0,0,0,1,0,1,0
SMAD5-AS1,Nasopharyngeal Cancer,Microarray,up-regulated,31557058.0,Also Known As: DAMS; SMAD5AS; SMAD5OS,1,NR_026763.1,7,7,0,0,VALIDATED,DAMS; SMAD5AS; SMAD5OS,3,3,0,0,0,0,0,0
SMAD5-AS1,Nasopharyngeal Cancer,"RT-qPCR, Dual Luciferase Reporter Gene Assay, RIP, Western blot analysis",up-regulated,31921616.0,Also Known As: DAMS; SMAD5AS; SMAD5OS,1,NR_026763.1,7,7,0,0,VALIDATED,DAMS; SMAD5AS; SMAD5OS,3,3,0,0,0,0,0,0
SNHG1,Laryngeal Squamous Cell Cancer,"qPCR, Western blot, RNAi, RIP, Microarray, other",up-regulated,30323965.0,Also Known As: C20orf198; LINC00101; NCRNA00101,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1,
NR_152582.1, NR_152583.1,
NR_152584.1, NR_152585.1



","5,9,9,4,4,4,4,4,5,
3,7,7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,"1,2,2,1,1,1,1,0,1,0,0,2","1,2,2,1,1,1,1,0,1,0,0,2","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0"
SNHG1,Laryngeal Cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,31378897.0,Also Known As: C20orf198; LINC00101; NCRNA00101,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1,
NR_152582.1, NR_152583.1,
NR_152584.1, NR_152585.1



","5,9,9,4,4,4,4,4,5,
3,7,7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,"1,2,2,1,1,1,1,0,1,0,0,2","1,2,2,1,1,1,1,0,1,0,0,2","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0"
SNHG1,Laryngeal Squamous Cell Cancer,"qPCR, Western blot, RNAi etc.",up-regulated,29565491.0,Also Known As: C20orf198; LINC00101; NCRNA00101,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1,
NR_152582.1, NR_152583.1,
NR_152584.1, NR_152585.1



","5,9,9,4,4,4,4,4,5,
3,7,7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,"1,2,2,1,1,1,1,0,1,0,0,2","1,2,2,1,1,1,1,0,1,0,0,2","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0"
SNHG1,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",up-regulated,29575772.0,Also Known As: C20orf198; LINC00101; NCRNA00101,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1,
NR_152582.1, NR_152583.1,
NR_152584.1, NR_152585.1



","5,9,9,4,4,4,4,4,5,
3,7,7","5,9,9,4,4,4,4,4,5,3,7,7","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,"1,2,2,1,1,1,1,0,1,0,0,2","1,2,2,1,1,1,1,0,1,0,0,2","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0"
SNHG16,Oral Squamous Cell Carcinoma,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,30607006.0,Also Known As: SNHG16; ncRAN; Nbla10727; Nbla12061,4 (SNHG16),"SNHG16 (NR_038108.1, NR_038109.1, NR_038110.1, NR_038111.1)","9, 9, 8, 8 (SNHG16)","9,9,8,8","0,0,0,0","0,0,0,0",VALIDATED (SNHG16),ncRAN; Nbla10727; Nbla12061,"1,1,1,1","1,1,1,1","0,0,0,0","0,0,0,0","1,1,1,1","1,1,1,1","0,0,0,0","0,0,0,0"
SNHG20,Laryngeal Squamous Cell Cancer,"qPCR , Luciferase reporter assay , in vitro knockdown etc.",up-regulated,31081112.0,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,C17orf86; LINC00338; NCRNA00338; SCARNA16HG,8,7,1,0,0,0,0,0
SNHG20,Oral Squamous Cell Carcinoma,"qPCR, Western blot, RNAi, Luciferase reporter assay, other",up-regulated,30394668.0,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,C17orf86; LINC00338; NCRNA00338; SCARNA16HG,8,7,1,0,0,0,0,0
SNHG20,Oral Squamous Cell Carcinoma,"qPCR, Western blot, etc.",up-regulated,30655853.0,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,C17orf86; LINC00338; NCRNA00338; SCARNA16HG,8,7,1,0,0,0,0,0
SNHG20,Nasopharyngeal Cancer,"qPCR, Western blot, etc.",up-regulated,30546404.0,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,C17orf86; LINC00338; NCRNA00338; SCARNA16HG,8,7,1,0,0,0,0,0
SNHG3,Oral Squamous Cell Carcinoma,"qPCR, Western blot, RIP etc",up-regulated,31762107.0,Also Known As: U17HG; RNU17C; RNU17D; U17HG-A; U17HG-AB; NCRNA00014,2,"NR_036473.1, NR_002909.2","18, 16","18,16","0,0","0,0",VALIDATED,U17HG; RNU17C; RNU17D; U17HG-A; U17HG-AB; NCRNA00014,"6,6","6,6","0,0","0,0","0,0","0,0","0,0","0,0"
