LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
PCAT6,cervical cancer,qPCR,up-regulated,30915737,Also Known As: PCAN-R1; KDM5BAS1; ncRNA-a2; KDM5B-AS1; onco-lncRNA-96,2,"NR_046325.1, NR_046326.1","4,3","3,2","1,1","0,0",VALIDATED,"12 (2 - 2G; 10 - C-rich);
10( 2 - 2G; 8 - C-rich)","[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914, -0.945, -0.915 (C-rich)];
[0.935, 0.804 (2G); -0.862, -0.957, -0.915, -0.918, -0.865, -0.911, -0.896, -0.914 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,"2 (C-rich);
1 (C-rich)","[ 1.417 (3G); -1.3 (C-rich)];
[-1.3 (C-rich)]",No similarity to PQS from QGRS Mapper
PCGEM1,cervical cancer,"Western blot analysis, qRT-PCR, RIP, Luciferase reporter assays",up-regulated,31832017,Also Known As: PCGEM1 ; LINC00071; NCRNA00071,2,"NR_002769.1, NR_152587.1","7,8","7,8","0,0","0,0",REVIEWED,0,0,,,,
PTCSC3,cervical cancer,qRT-PCR,down-regulated,31814920,,1,NR_049735.2,8,8,0,,VALIDATED,1 (2G),0.709 (2G),,0,0,No PQS found in G4 Hunter
PTCSC3,cervical cancer,"qRT-PCR , Luciferase reporter assay , Western blot etc.",down-regulated,31587336,,1,NR_049735.2,8,8,0,,VALIDATED,1 (2G),0.709 (2G),,0,0,No PQS found in G4 Hunter
PVT1,cervical cancer,"qRT-PCR, Western-blot assays",up-regulated,31943014,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical cancer,qPCR,up-regulated,30134241,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31322217,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical squamous cell carcinoma,"qPCR, Western blot etc.",up-regulated,29760583,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Dual luciferase reporter assay, RNA pull-down assay, Cell proliferation assay etc.",up-regulated,28296507,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical cancer,qPCR etc.,up-regulated,27775803,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27232880,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical cancer,"qPCR, RNAi, Luciferase reporter assay, Cell proliferation assay etc.",up-regulated,28276314,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
PVT1,cervical cancer,"qPCR, RNAi, Western blot, RIP, ChIP, RNA pull-down assay etc.",up-regulated,27272214,"Also Known As: LINC00079; MIR1204HG; NCRNA00079; onco-lncRNA-100.Some (older) PVT1 splice variant 1, 2, 3, 4, 5 and 6 lncRNA ""lncRNA"" ncRNA (complete sequence-MG562504.1, MG562505.1, MG562506.1, MG562507.1, MG562508.1 and MG562509.1 respectively; note=""alternatively spliced) with PQS-10, 8, 9, 8, 8, 7 (2G) respectively were also there in result.",1,NR_003367.3,14,13,1,0,REVIEWED,"4 (2 - 2G, 2 - C-rich)","[0.933, 0.82 (2G); -0.959, -1.083 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
RHPN1-AS1,cervical cancer,"qPCR, western blot",up-regulated,31525429,Also known as: C8orf51,1,NR_026785.1,16,16,0,0,VALIDATED,6 (C-rich),"[-0.911, -0.978, -0.918, -0.933, -0.818 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
ROR1-AS1,cervical cancer,"qPCR, Western blot etc",up-regulated,32271410,,2,"NR_110665.1, NR_110666.1","7,11","7,11","0,0","0,0",VALIDATED,0,0,,,,
SBF2-AS1,cervical cancer,qPCR,up-regulated,30856345,,1,NR_036485.1,13,11,2,0,VALIDATED,3 (2G),"[0.956, 0.84, 0.85 (2G)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG1,cervical cancer,"Microarray, qRT-PCR",up-regulated,28930646,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG12,cervical squamous cell carcinoma,"qRT-PCR, Western blot analysis",up-regulated,31943193,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8, 13, 9, 8, 13, 8, 8, 11","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
1 (C-rich);
0;
0;
1 (2G);
0;
0
","
0;
0;
[-0.945 (C-rich)];
0;
0;
[0.875 (2G)];
0;
0",No similarity to PQS (2G) from QGRS mapper,"0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG12,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, RNAi, other",up-regulated,30246459,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8, 13, 9, 8, 13, 8, 8, 11","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
1 (C-rich);
0;
0;
1 (2G);
0;
0
","
0;
0;
[-0.945 (C-rich)];
0;
0;
[0.875 (2G)];
0;
0",No similarity to PQS (2G) from QGRS mapper,"0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG12,cervical cancer,"qPCR, Luciferase reporter assay",up-regulated,29533945,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8, 13, 9, 8, 13, 8, 8, 11","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
1 (C-rich);
0;
0;
1 (2G);
0;
0
","
0;
0;
[-0.945 (C-rich)];
0;
0;
[0.875 (2G)];
0;
0",No similarity to PQS (2G) from QGRS mapper,"0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG14,cervical cancer,"qRT-PCR , Western blot , in vitro knockdown etc.",up-regulated,31114991,Also Known As: 115HG; LNCAT; UBE3A-AS; UBE3AATS; UBE3A-AS1; UBE3A-ATS; NCRNA00214; U-UBE3A-ATS; IC-SNURF-SNRPN,1,NR_146177.1,176,175,1,0,REVIEWED,"20 (4 - 2G, 16 - C-rich)","[0.84, 0.84, 0.911, -0.915, -0.764, -0.741, 0.911, -0.852, -0.979, -0.894, -0.882, -0.978, -0.912, -0.911, -0.891, -0.911, -1.146, -0.872, -0.911, -1.146] ",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG14,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",up-regulated,30611620,Also Known As: 115HG; LNCAT; UBE3A-AS; UBE3AATS; UBE3A-AS1; UBE3A-ATS; NCRNA00214; U-UBE3A-ATS; IC-SNURF-SNRPN,1,NR_146177.1,176,175,1,0,REVIEWED,"20 (4 - 2G, 16 - C-rich)","[0.84, 0.84, 0.911, -0.915, -0.764, -0.741, 0.911, -0.852, -0.979, -0.894, -0.882, -0.978, -0.912, -0.911, -0.891, -0.911, -1.146, -0.872, -0.911, -1.146] ",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG16,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc",up-regulated,31774223,Also Known As: SNHG16; ncRAN; Nbla10727; Nbla12061,4,"NR_038108.1, NR_038109.1, NR_038110.1, NR_038111.1","9,9,8,8","9,9,8,8","0,0,0,0","0,0,0,0",VALIDATED,"1  (C-rich);
1  (C-rich);
1  (C-rich);
1  (C-rich)","[-0.819 (C-rich)];
[-0.819 (C-rich)];
[-0.819 (C-rich)];
[-0.819 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG16,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29126969,Also Known As: SNHG16; ncRAN; Nbla10727; Nbla12061,4,"NR_038108.1, NR_038109.1, NR_038110.1, NR_038111.1","9,9,8,8","9,9,8,8","0,0,0,0","0,0,0,0",VALIDATED,"1  (C-rich);
1  (C-rich);
1  (C-rich);
1  (C-rich)","[-0.819 (C-rich)];
[-0.819 (C-rich)];
[-0.819 (C-rich)];
[-0.819 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG20,cervical cancer,qPCR etc.,up-regulated,29604594,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,3 (2G),"[1.104, 0.753, 0.774]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG4,cervical cancer,"qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31590627,"Also Known As: NCRNA00059, U19H",2,"NR_003141.3, NR_036536.1","10,8","10,8","0,0","0,0",VALIDATED,"4 (2 - 2G, 2 - C-rich);
2 (C-rich)","[0.911 ,  0.891 (2G), -0.754, -0.8 (C-rich)];
[-0.754, -0.8 (C-rich)]
",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG7,cervical cancer,"RT-qPCR, Western blot",up-regulated,32161467,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28,13,12","23,10,9","5,3,3","0,0,0",VALIDATED,"8 (2G)
3 (1 - 2G, 2 - C-rich)
2 (2G)","[0.826, 0.891, 0.904, 0.806, 0.891, 0.911, 0.854, 0.809 (2G)];
[0.826 (2G); -0.957,  -0.911 (C-rich)] ;
[0.826, 0.8 (2G)] 
",No similarity to PQS (2G) from QGRS mapper,"3 (3G);
2 (3G);
2 (3G)","[1.348, 1.292, 1.444 (3G)];
[1.348, 1.292 (3G)];
[1.348, 1.292 (3G)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter
SNHG7,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc",up-regulated,32275170,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28,13,12","23,10,9","5,3,3","0,0,0",VALIDATED,"8 (2G)
3 (1 - 2G, 2 - C-rich)
2 (2G)","[0.826, 0.891, 0.904, 0.806, 0.891, 0.911, 0.854, 0.809 (2G)];
[0.826 (2G); -0.957,  -0.911 (C-rich)] ;
[0.826, 0.8 (2G)] 
",No similarity to PQS (2G) from QGRS mapper,"3 (3G);
2 (3G);
2 (3G)","[1.348, 1.292, 1.444 (3G)];
[1.348, 1.292 (3G)];
[1.348, 1.292 (3G)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter
SNHG7,cervical cancer,"qPCR, Western blot etc",up-regulated,31773679,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28,13,12","23,10,9","5,3,3","0,0,0",VALIDATED,"8 (2G)
3 (1 - 2G, 2 - C-rich)
2 (2G)","[0.826, 0.891, 0.904, 0.806, 0.891, 0.911, 0.854, 0.809 (2G)];
[0.826 (2G); -0.957,  -0.911 (C-rich)] ;
[0.826, 0.8 (2G)] 
",No similarity to PQS (2G) from QGRS mapper,"3 (3G);
2 (3G);
2 (3G)","[1.348, 1.292, 1.444 (3G)];
[1.348, 1.292 (3G)];
[1.348, 1.292 (3G)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter
SNHG8,cervical cancer,"qRT-PCR, Western blot assay, RIP",up-regulated,31961005,Also known as: LINC00060; NCRNA00060,3,"NR_003584.3,NR_034010.1,NR_034011.1","5,4,2","5,3,2","0,1,0","0,0,0",VALIDATED,0,0,,,,
SOX21-AS1,cervical cancer,qPCR,up-regulated,30912129,,1,NR_046514.1,21,20,1,0,VALIDATED,"5 (1 - 2G, 4 - C-rich)","[-0.911, -.0913, 0.746, -1, -0.911 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SOX2OT,cervical cancer,"qPCR, Western blot etc.",differential expressed,32286144,"Some (older) SOX2OT transcript variant 7 lncRNA ""lncRNA"" ncRNA (complete sequence-KF981435.1) was also there in result.
","6 (SOX2-OT_Variant 1-6)
+
1 [SOX2-OT_Variant 7 (older)]
=7","SOX2-OT_Variant 1-6 (NR_075091.1, NR_075092.1, NR_075093.1, NR_004053.3, NR_075089.1, NR_075090.1)
+
SOX2OT_Variant 7 (older) (KF981435.1)","18, 16, 13, 16, 15, 11 (SOX2-OT_Variant 1-6)
+
11 [SOX2OT_Variant 7 (older)]","18, 16, 13, 16, 15, 11 (SOX2-OT_Variant 1-6)
+
11 [SOX2OT_Variant 7 (older)]","0, 0, 0, 0, 0, 0 (SOX2-OT_Variant 1-6)
+
0 [SOX2OT_Variant 7 (older)]","0, 0, 0, 0, 0, 0 (SOX2-OT_Variant 1-6)
+
0 [SOX2OT_Variant 7 (older)]",REVIEWED,"5 (3 - 2G, 3 - C-rich);
5 (3 - 2G, 3 - C-rich);
3 (1 - 2G, 2 - C-rich);
5 (3 - 2G, 3 - C-rich);
5 (3 - 2G, 3 - C-rich);
2 (C-rich)","[0.911, 0.933,  0.915, -0.811,  -0.6];
[0.911, 0.933,  0.915, -0.811,  -0.6];
[0.764, -0.811, -0.6];
[0.911, 0.933,  0.915, -0.811,  -0.6];
[0.911, 0.933,  0.915, -0.811,  -0.6];
[-0.811, -0.6]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SOX2OT,cervical cancer,qPCR etc.,up-regulated,26703382,"Some (older) SOX2OT transcript variant 7 lncRNA ""lncRNA"" ncRNA (complete sequence-KF981435.1) was also there in result.
","6 (SOX2-OT_Variant 1-6)
+
1 [SOX2-OT_Variant 7 (older)]
=7","SOX2-OT_Variant 1-6 (NR_075091.1, NR_075092.1, NR_075093.1, NR_004053.3, NR_075089.1, NR_075090.1)
+
SOX2OT_Variant 7 (older) (KF981435.1)","18, 16, 13, 16, 15, 11 (SOX2-OT_Variant 1-6)
+
11 [SOX2OT_Variant 7 (older)]","18, 16, 13, 16, 15, 11 (SOX2-OT_Variant 1-6)
+
11 [SOX2OT_Variant 7 (older)]","0, 0, 0, 0, 0, 0 (SOX2-OT_Variant 1-6)
+
0 [SOX2OT_Variant 7 (older)]","0, 0, 0, 0, 0, 0 (SOX2-OT_Variant 1-6)
+
0 [SOX2OT_Variant 7 (older)]",REVIEWED,"5 (3 - 2G, 3 - C-rich);
5 (3 - 2G, 3 - C-rich);
3 (1 - 2G, 2 - C-rich);
5 (3 - 2G, 3 - C-rich);
5 (3 - 2G, 3 - C-rich);
2 (C-rich)","[0.911, 0.933,  0.915, -0.811,  -0.6];
[0.911, 0.933,  0.915, -0.811,  -0.6];
[0.764, -0.811, -0.6];
[0.911, 0.933,  0.915, -0.811,  -0.6];
[0.911, 0.933,  0.915, -0.811,  -0.6];
[-0.811, -0.6]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SPRY4-IT1,cervical cancer,"qRT-PCR, Western blotting, in vitro knockdown etc.",up-regulated,31092700,Also Known As: SPRIGHTLY,1,NR_131221.1,5,5,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
SPRY4-IT1,cervical cancer,qPCR etc.,up-regulated,27642559,Also Known As: SPRIGHTLY,1,NR_131221.1,5,5,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
STXBP5-AS1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",down-regulated,31212131,,1,NR_034115.1,14,13,0,1,VALIDATED,"6 (1-4G, 5-C-rich)","[0.733 (4G); -0.854, 
-0.957, -0.732, -0.911, -0.918 (C-rich)]","The PQS 1 (3G) of QGRS
Mapper and PQS 1 (4G)
of G4 hunter are similar
with the same G tracts 
with additional nucleotides
surrounding the G4 
sequence.",0,0,No PQS found on G4 Hunter
TDRG1,cervical cancer,"qRT-PCR, Western blot",up-regulated,32106739,Also known as: LINC00532; lincRNA-NR_024015,3,"NR_160958.1,NR_160959.1,NR_160960.1","8,6,6","8,6,6","0,0,0","0,0,0",VALIDATED,"5 (C-rich);
5 (C-rich);
5 (C-rich);","[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);

[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);

[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);",,0,0,No PQS found on G4 Hunter
TDRG1,cervical cancer,"qPCR, Luciferase reporter assay, Western blot, RIP",up-regulated,31539116,Also known as: LINC00532; lincRNA-NR_024015,3,"NR_160958.1,NR_160959.1,NR_160960.1","8,6,6","8,6,6","0,0,0","0,0,0",VALIDATED,"5 (C-rich);
5 (C-rich);
5 (C-rich);","[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);

[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);

[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);",,0,0,No PQS found on G4 Hunter
TDRG1,cervical cancer,"qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31164797,Also known as: LINC00532; lincRNA-NR_024015,3,"NR_160958.1,NR_160959.1,NR_160960.1","8,6,6","8,6,6","0,0,0","0,0,0",VALIDATED,"5 (C-rich);
5 (C-rich);
5 (C-rich);","[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);

[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);

[-1, -0.83, -0.836, -0.878, -0.8 (C-rich);",,0,0,No PQS found on G4 Hunter
TINCR,cervical squamous cell carcinoma,"qRT-PCR, Western blotting etc.",up-regulated,30993776,Also Known As: PLAC2; LINC00036; NCRNA00036; onco-lncRNA-16,1,NR_027064.3,40,30,10,0,REVIEWED,"24 ( 15- 2G, 9 - C-rich)","[1.184, 1.04, 0.936, 0.884, 0.877, 0.87, -0.836, -0.978, -1, 0.766, 1.136, 0.885, 0.865, 0.655, 0.542, -0.847, -0.833, -0.774, -0.956, 1, 0.911, 0.745, -1.075, -0.891]",No similarity to PQS (2G) from QGRS mapper,"10 (2 - 3G, 8 - C-rich)","[1.373, 1.604 (3G); -1.391, -1.422, -1.354, 1.347, -1.4, -1.5, -1.489, -1.375 (C-rich)]",No similarity to PQS from QGRS Mapper
TINCR,cervical squamous cell carcinoma,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31388923,Also Known As: PLAC2; LINC00036; NCRNA00036; onco-lncRNA-16,1,NR_027064.3,40,30,10,0,REVIEWED,"24 ( 15- 2G, 9 - C-rich)","[1.184, 1.04, 0.936, 0.884, 0.877, 0.87, -0.836, -0.978, -1, 0.766, 1.136, 0.885, 0.865, 0.655, 0.542, -0.847, -0.833, -0.774, -0.956, 1, 0.911, 0.745, -1.075, -0.891]",No similarity to PQS (2G) from QGRS mapper,"10 (2 - 3G, 8 - C-rich)","[1.373, 1.604 (3G); -1.391, -1.422, -1.354, 1.347, -1.4, -1.5, -1.489, -1.375 (C-rich)]",No similarity to PQS from QGRS Mapper
TMPO-AS1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,32184662,,1,NR_027157.1,18,17,1,0,VALIDATED,"6 (5-C-rich, 1-3G)","[-0.778, -0.911, -0.695, -0.82, -0.911 (C-rich);
0.774 (3G)]","The PQS 1 (3G) of QGRS
Mapper and PQS 1 (4G)
of G4 hunter are similar
with the same G tracts 
with additional nucleotides
surrounding the G4 
sequence.",0,0,No PQS found on G4 Hunter
TMPO-AS1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,31483914,,1,NR_027157.1,18,17,1,0,VALIDATED,"6 (5-C-rich, 1-3G)","[-0.778, -0.911, -0.695, -0.82, -0.911 (C-rich);
0.774 (3G)]","The PQS 1 (3G) of QGRS
Mapper and PQS 1 (4G)
of G4 hunter are similar
with the same G tracts 
with additional nucleotides
surrounding the G4 
sequence.",0,0,No PQS found on G4 Hunter
TOB1-AS1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, other",down-regulated,30210918,,1,NR_038458.1,14,9,4,1,VALIDATED,"9 (2-C-rich, 5-3G, 1-2G, 1-4G)","[1.167, 0.887, 0.922, 
0.851,0.538 (3G)
0.956 (4G) 0.911 (2G)  -0.805,-0.936]","The PQS 1 (3G) of QGRS
Mapper and PQS 5 (3G)
of G4 hunter are similar
with the same G tracts 
with additional nucleotides
surrounding the G4 
sequence.
The PQS 2 (3G) of QGRS
Mapper and PQS 6 (4G)
of G4 hunter are similar
with the same G tracts 
with additional nucleotides
surrounding the G4 
sequence.",8,"[1.435, 1.4, 1.354, 1.34,
1.34, -1.246, 1.474, 
1.435]",
