LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
SChLAP1,prostate cancer,"Microarray, ISH etc.",up-regulated,25499224,Also known asPCAT11; PCAT114; LINC00913,7,"NR_104319.1, NR_104320.1, NR_104321.1 , NR_104322.1, NR_104323.1 , NR_104324.1, NR_104325.1","5, 4, 2, 6, 6, 4, 5","4, 3, 1, 5, 5, 3, 4","1, 1, 1, 1, 1, 1, 1","0, 0, 0, 0 , 0, 0, 0",VALIDATED,"2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);","[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
SChLAP1,prostate cancer,"Microarray, qPCR etc.",up-regulated,25456366,Also known asPCAT11; PCAT114; LINC00913,7,"NR_104319.1, NR_104320.1, NR_104321.1 , NR_104322.1, NR_104323.1 , NR_104324.1, NR_104325.1","5, 4, 2, 6, 6, 4, 5","4, 3, 1, 5, 5, 3, 4","1, 1, 1, 1, 1, 1, 1","0, 0, 0, 0 , 0, 0, 0",VALIDATED,"2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);","[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
SChLAP1,prostate cancer,"RNA-seq, qPCR, in vitro knockdown etc.",up-regulated,24076601,Also known asPCAT11; PCAT114; LINC00913,7,"NR_104319.1, NR_104320.1, NR_104321.1 , NR_104322.1, NR_104323.1 , NR_104324.1, NR_104325.1","5, 4, 2, 6, 6, 4, 5","4, 3, 1, 5, 5, 3, 4","1, 1, 1, 1, 1, 1, 1","0, 0, 0, 0 , 0, 0, 0",VALIDATED,"2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);
2 (1- 2G, 1 - C-rich);","[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];
[0.865 (2G); -0.915 (C-rich)];",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
SNHG1,prostate cancer,"qPCR, Western blot, Luciferase Reporter Assays",up-regulated,28400279,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG1,prostate cancer,"Microarray, qPCR etc.",down-regulated,27556357,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG1,prostate cancer,"Microarray, qPCR etc.",up-regulated,27556357,Also Known As: UHG; U22HG; lncRNA16; LINC00057; NCRNA00057,12,"NR_003098.2, NR_152575.1, NR_152576.1, NR_152577.1, NR_152578.1, NR_152579.1, NR_152580.1, NR_152581.1, NR_152582.1, NR_152583.1, NR_152584.1, NR_152585.1","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","5, 9, 9, 4, 4, 4, 4, 4, 5, 3, 7, 7","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG11,prostate cancer,RNA-seq,differential expression,30906477,Also Known As: C20orf198; LINC00101; NCRNA00101,1,NR_003239.1,12,10,2,0,VALIDATED,"5 (1  - 2G, 4 - C-rich)","[-0.905, -0.896, -0.911, -0.96, 0.894]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG12,prostate cancer,"qPCR, Luciferase reporter assay, Western blot",down-regulated,30945357,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8, 13, 9, 8, 13, 8, 8, 11","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
1 (C-rich);
0;
0;
1 (2G);
0;
0
","
0;
0;
[-0.945 (C-rich)];
0;
0;
[0.875 (2G)];
0;
0",No similarity to PQS (2G) from QGRS mapper,"0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG12,prostate cancer,"RT-qPCR, Dual luciferase reporter assay and RNA binding protein immunoprecipitation (RIP), Western blot",up-regulated,31933941,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8, 13, 9, 8, 13, 8, 8, 11","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
1 (C-rich);
0;
0;
1 (2G);
0;
0
","
0;
0;
[-0.945 (C-rich)];
0;
0;
[0.875 (2G)];
0;
0",No similarity to PQS (2G) from QGRS mapper,"0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG12,prostate cancer,qPCR,up-regulated,31267540,Also Known As: C1orf79; PNAS-123; LINC00100; ASLNC04080; NCRNA00100,8,"NR_024127.2, NR_146381.1, NR_146382.1, NR_146383.1, NR_146384.1, NR_146385.1, NR_146386.1, NR_146387.1","8, 13, 9, 8, 13, 8, 8, 11","8, 13, 9, 8, 13, 8, 8, 11","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"0;
0;
1 (C-rich);
0;
0;
1 (2G);
0;
0
","
0;
0;
[-0.945 (C-rich)];
0;
0;
[0.875 (2G)];
0;
0",No similarity to PQS (2G) from QGRS mapper,"0;
0;
0;
0;
0;
0;
0;
0","0;
0;
0;
0;
0;
0;
0;
0",No PQS found in G4 Hunter
SNHG14,prostate cancer,"RT-qPCR, RIP",up-regulated,32016964,Also Known As: 115HG; LNCAT; UBE3A-AS; UBE3AATS; UBE3A-AS1; UBE3A-ATS; NCRNA00214; U-UBE3A-ATS; IC-SNURF-SNRPN,1,NR_146177.1,176,175,1,0,REVIEWED,"20 (4 - 2G, 16 - C-rich)","[0.84, 0.84, 0.911, -0.915, -0.764, -0.741, 0.911, -0.852, -0.979, -0.894, -0.882, -0.978, -0.912, -0.911, -0.891, -0.911, -1.146, -0.872, -0.911, -1.146] ",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG15,prostate cancer,qPCR,up-regulated,30981837,Also Known As: C7orf40; MYO1GUT; Linc-Myo1g,5,"NR_003697.2, NR_152594.1, NR_152595.1, NR_152596.1, NR_152597.1","8, 7, 7, 8, 6","8, 7, 7, 8, 6","0, 0, 0, 0, 0","0, 0, 0, 0, 0",REVIEWED,"0;
0;
0;
0;
0","0;
0;
0;
0;
0",No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
SNHG16,prostate cancer,qPCR etc.,up-regulated,32210616,,Refer (Nbla12061),,,,,,VALIDATED,"1  (C-rich);
1  (C-rich);
1  (C-rich);
1  (C-rich)","[-0.819 (C-rich)];
[-0.819 (C-rich)];
[-0.819 (C-rich)];
[-0.819 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG17,prostate cancer,qPCR etc.,up-regulated,32351538,,14,"NR_015366.5, NR_027241.3, NR_152753.1, NR_152754.1, NR_152755.1, NR_152756.1, NR_152757.1, NR_152758.1, NR_152759.1, NR_152760.1, NR_152761.1, NR_152762.1, NR_152763.1, NR_152764.1","12, 12, 9, 14, 10, 10, 8, 12, 11, 11, 10, 8, 11, 10","12, 12, 9, 14, 10, 10, 8, 12, 11, 11, 10, 8, 11, 10","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"4 (2 - 2G, 2 - C-rich);
4 (2 - 2G, 2 - C-rich);
3 (1 - 2G, 2 - C-rich);
4 (2 - 2G, 2 - C-rich);
4 (2 - 2G, 2 - C-rich);
4 (2 - 2G, 2 - C-rich);
3 (1 - 2G, 2 - C-rich);
4 (2 - 2G, 2 - C-rich);
3 (1 - 2G, 2 - C-rich);
3 (1 - 2G, 2 - C-rich);
3 (1 - 2G, 2 - C-rich);
3 (1 - 2G, 2 - C-rich)","[0.878, 0.865 (2G); -0.929, -0.933 (C-rich)];
[0.878, 0.865 (2G); -0.929, -0.933 (C-rich)];
[0.865 (2G); -0.929, -0.933 (C-rich)];
[0.878, 0.865 (2G); -0.929, -0.933 (C-rich)];
[0.878, 0.865 (2G); -0.929, -0.933 (C-rich)];
[0.878, 0.865 (2G); -0.929, -0.933 (C-rich)];
[0.865 (2G); -0.929, -0.933 (C-rich)];
[0.878, 0.865 (2G); -0.929, -0.933 (C-rich)];
[0.865 (2G); -0.929, -0.933 (C-rich)];
[0.865 (2G); -0.929, -0.933 (C-rich)];
[0.865 (2G); -0.929, -0.933 (C-rich)];
[0.865 (2G); -0.929, -0.933 (C-rich)]

",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
SNHG20,prostate cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,31497231,Also Known As: C17orf86; LINC00338; NCRNA00338; SCARNA16HG,1,NR_027058.1,18,17,1,0,VALIDATED,3 (2G),"[1.104, 0.753, 0.774]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG3,prostate cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,32248648,Also Known As: U17HG; RNU17C; RNU17D; U17HG-A; U17HG-AB; NCRNA00014,2,"NR_036473.1, NR_002909.2","18, 16","18, 16","0, 0","0, 0",VALIDATED,"3 (2G);
3 (2G)","[0.933, 0.894, 0.828 (2G)];
[0.933, 0.894, 0.828 (2G)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG4,prostate cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31608997,"Also Known As: NCRNA00059, U19H",2,"NR_003141.3, NR_036536.1 ",2021-10-08 00:00:00,2021-10-08 00:00:00,"0, 0","0, 0",VALIDATED,"4 (2 - 2G, 2 - C-rich);
2 (C-rich)","[0.911 ,  0.891 (2G), -0.754, -0.8 (C-rich)];
[-0.754, -0.8 (C-rich)]
",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
SNHG5,prostate cancer,"Microarray, qPCR etc.",down-regulated,27556357,Also Known As: U50HG; C6orf160; LINC00044; NCRNA00044,1,NR_003038.2,2,2,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
SNHG5,prostate cancer,"Microarray, qPCR etc.",up-regulated,27556357,Also Known As: U50HG; C6orf160; LINC00044; NCRNA00044,1,NR_003038.2,2,2,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
SNHG6,prostate cancer,RNA-seq,up-regulated,30911973,Also Known As: U87HG; HBII-276HG; NCRNA00058,4,"NR_002599.2, NR_152598.1, NR_152599.1, NR_152600.1","4, 5, 3, 5","4, 5, 3, 5","0, 0, 0, 0","0, 0, 0, 0",VALIDATED,"0, 0, 0, 0","0, 0, 0, 0",No PQS found in G4 hunter,"0;
0;
0;
0","0;
0;
0;
0",No PQS found in G4 hunter
SNHG7,prostate cancer,qRT-PCR,up-regulated,32049793,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28, 13, 12","23, 10, 9","5, 3, 3

PQS 1 and 2 are same in all variants.
PQS 3, 4 and 5 of 1st variant is different from other variants.
PQS 3 of 2nd and 3rd variants are same.","0, 0, 0",VALIDATED,"8 (2G)
3 (1 - 2G, 2 - C-rich)
2 (2G)","[0.826, 0.891, 0.904, 0.806, 0.891, 0.911, 0.854, 0.809 (2G)];
[0.826 (2G); -0.957,  -0.911 (C-rich)] ;
[0.826, 0.8 (2G)] 
",No similarity to PQS (2G) from QGRS mapper,"3 (3G);
2 (3G);
2 (3G)","[1.348, 1.292, 1.444 (3G)];
[1.348, 1.292 (3G)];
[1.348, 1.292 (3G)]","PQS 1, 2 from QGRS mapper is similar to / a part of PQS 1, 2 (3G) from G4 hunter

"
SNHG7,prostate cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,31324390,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28, 13, 12","23, 10, 9","5, 3, 3

PQS 1 and 2 are same in all variants.
PQS 3, 4 and 5 of 1st variant is different from other variants.
PQS 3 of 2nd and 3rd variants are same.","0, 0, 0",VALIDATED,"8 (2G)
3 (1 - 2G, 2 - C-rich)
2 (2G)","[0.826, 0.891, 0.904, 0.806, 0.891, 0.911, 0.854, 0.809 (2G)];
[0.826 (2G); -0.957,  -0.911 (C-rich)] ;
[0.826, 0.8 (2G)] 
",No similarity to PQS (2G) from QGRS mapper,"3 (3G);
2 (3G);
2 (3G)","[1.348, 1.292, 1.444 (3G)];
[1.348, 1.292 (3G)];
[1.348, 1.292 (3G)]","PQS 1, 2 from QGRS mapper is similar to / a part of PQS 1, 2 (3G) from G4 hunter

"
SNHG7,prostate cancer,"qPCR, Western blot etc.",up-regulated,29571017,Also Known As: NCRNA00061,3,"NR_003672.2, NR_024542.1, NR_024543.1","28, 13, 12","23, 10, 9","5, 3, 3

PQS 1 and 2 are same in all variants.
PQS 3, 4 and 5 of 1st variant is different from other variants.
PQS 3 of 2nd and 3rd variants are same.","0, 0, 0",VALIDATED,"8 (2G)
3 (1 - 2G, 2 - C-rich)
2 (2G)","[0.826, 0.891, 0.904, 0.806, 0.891, 0.911, 0.854, 0.809 (2G)];
[0.826 (2G); -0.957,  -0.911 (C-rich)] ;
[0.826, 0.8 (2G)] 
",No similarity to PQS (2G) from QGRS mapper,"3 (3G);
2 (3G);
2 (3G)","[1.348, 1.292, 1.444 (3G)];
[1.348, 1.292 (3G)];
[1.348, 1.292 (3G)]","PQS 1, 2 from QGRS mapper is similar to / a part of PQS 1, 2 (3G) from G4 hunter

"
SOCS2-AS1,prostate cancer,"RNA-seq, qPCR, RIP, ChIP etc.",up-regulated,27342777,,1,NR_038263.1,5,5,0,0,VALIDATED,5 (C-rich),"[-0.966, -0.923, -0.911, -0.918, -0.957 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
SPRY4-IT1,prostate cancer,"Microarray, qPCR, RNA-FISH etc.",up-regulated,25307116,Also Known As: SPRIGHTLY,1,NR_131221.1,5,5,0,0,REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
TINCR,prostate cancer,"qPCR, Western blot",down-regulated,30154672,Also Known As: PLAC2; LINC00036; NCRNA00036; onco-lncRNA-16,1,NR_027064.3,40,30,10,0,REVIEWED,"24 ( 10- 2G, 5 - 3G, 9 - C-rich)","[1.184, 1.04, 0.936, 0.884, 0.877, 0.87, -0.836, -0.978, -1, 0.766, 1.136, 0.885, 0.865, 0.655, 0.542, -0.847, -0.833, -0.774, -0.956, 1, 0.911, 0.745, -1.075, -0.891]",No similarity to PQS (2G) from QGRS mapper,"10 (2 - 3G, 8 - C-rich)","[1.373, 1.604 (3G); -1.391, -1.422, -1.354, 1.347, -1.4, -1.5, -1.489, -1.375 (C-rich)]",No similarity to PQS (3G) from QGRS Mapper
TMPO-AS1,prostate cancer,"qPCR, ChIP",up-regulated,30105831,,1,NR_027157.1,18,17,1,0,VALIDATED,"6 (1-3G, 5-C-rich)","[0.774 (3G); -0.778, -0.911, -0.695, -0.82, -0.911 (C-rich)]","The PQS 1 (3G) of QGRS
Mapper is similar to / a part of PQS 1 (4G)
of G4 hunter",0,0,No PQS found in G4 Hunter
TRPM2-AS,prostate cancer,"Microarray, qPCR etc.",differential expression,26484139,Also Known As: TRPM2-AS1,1,NR_109964.1,10,9,1,0,VALIDATED,2 (C-rich),"[-0.923, -0.898 [C-rich]]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
TRPM2-AS,prostate cancer,"Microarray, qPCR, RNAi etc.",up-regulated,24931166,Also Known As: TRPM2-AS1,1,NR_109964.1,10,9,1,0,VALIDATED,2 (C-rich),"[-0.923, -0.898 [C-rich]]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
TTN-AS1,prostate cancer,"RT-qPCR, Dual Luciferase Reporter Gene Assay",up-regulated,31858535,,2,"NR_038272.1, NR_038271.1","32,13","32,13","0,0","0,0",VALIDATED,"5 (2G)
3 (2-2G, 1-C-rich)","[0.911, 0.8, 0.658, 
0.958, 0.911 (2G)];

[0.922, 0.894 (2G); 
-0.915 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found on G4 Hunter
TTTY15,prostate cancer,"qPCR, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30527798,,2,"NR_038272.1, NR_038271.1","32, 13","32, 13","0, 0","0, 0",VALIDATED,"5 (2G);
3 (2 - 2G, 1 - C-rich)","[0.911, 0.8, 0.658, 0.958, 0.911 (2G)];
[0.922, 0.894 (2G); -0.915 (C-rich)]
",,,,
"TUC338 
PCBP2-OT1",prostate cancer,qRT-PCR etc.,up-regulated,31085276,"Also Known As: TUC.338, TUC338, uc.338 (PCBP2-OT1)",1 (PCBP2-OT1),PCBP2-OT1 (NR_109828.1),5 (PCBP2-OT1),5 (PCBP2-OT1),0 (PCBP2-OT1),0 (PCBP2-OT1),VALIDATED (PCBP2-OT1),3 (C-rich),"[-0.872, -0.641, -0.845 (C-rich)] ",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
TUG1,prostate cancer,"qRT-PCR, Western blot",up-regulated,32057513,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS."
TUG1,prostate cancer,"qRT-PCR, Western blot",up-regulated,32016963,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS."
