LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number/GeneBank ID,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19
NEAT1,lung cancer,"qPCR, Western blot, RIP etc.",up-regulated,32296457,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,"qPCR, Western blot, other",up-regulated,30291867,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,lung cancer,"qPCR, Luciferase reporter assay",up-regulated,31646570,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,lung adenocarcinoma,qPCR,up-regulated,26139386,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,lung cancer,"qPCR, RNAi etc.",differential expression,25818739,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,lung cancer,"qPCR, Western blot etc.",up-regulated,29152741,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,lung cancer,"RNA-seq, qPCR, RNAi, Luciferase reporter assay, Cell growth assay etc.",up-regulated,28295289,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,lung cancer,"RNAi, qPCR etc.",up-regulated,28615056,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,"qPCR, Luciferase activity assay, Western blot etc.",up-regulated,29095526,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,"qPCR, Western blot, Dual luciferase reporter assay etc.",up-regulated,27270317,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,qPCR etc.,up-regulated,25854373,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,"qPCR, Western blot etc.",up-regulated,29085511,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,"qPCR, RNAi, Western blot, RNA pull-down assay etc.",up-regulated,27351135,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,28762332,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,non small cell lung cancer,"qPCR, RNAi, Western blot, Cell migration and invasion assay, CCK-8 assay etc.",up-regulated,28239820,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
NEAT1,lung adenocarcinoma,"qPCR, Western blot, ChIP etc.",up-regulated,29788922,Also Known As: VINC; TncRNA; LINC00084; NCRNA00084,2 (NEAT1_MENbeta and MENepsilon),"NEAT1_MENbeta and MENepsilon (NR_131012.1,NR_028272.1 respectively)","150, 41 (NEAT1_MENbeta and MENepsilon)","134, 33 (NEAT1_MENbeta and MENepsilon)","16, 8 (NEAT1_MENbeta and MENepsilon)","0, 0 (NEAT1_MENbeta and MENepsilon)",REVIEWED,"64 (39 - 2G, 25 - C-rich);
25 (23 - 2G, 2 - C-rich )",,No similarity to PQS (2G) from QGRS mapper,"11 (9 - 3G, 2 - C-rich);
8 (3G)","[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153, 1.377 (3G); -1.296, -1.316 (C-rich)];
[1.4, 1.37, 1.306, 1.231, 1.38, 1.391, 1.404, 1.153 (3G)]
","PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter.

PQS 4 (3G) from QGRS mapper is similar to / a part of PQS 2 (3G) from G4 hunter

PQS 6 (3G) from QGRS mapper is similar to / a part of PQS 6 (3G) from G4 hunter

PQS 5, 7, 8, 9, 10, 11 from G4 Hunter has no similarity to PQS from QGRS mapper

PQS 3, 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 5 (3G) from QGRS mapper. PQS 6 (3G) from G4 Hunter has a left frame-shift as compared to PQS 6 (3G)  from QGRS mapper.

By looking at  PQS 3, 4 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS.",
